question,answer
Mrs. Hilt measured the distance from her desk to the water fountain . It was 30 feet . How many feet will Mrs. Hilt walk on her trips to the fountain if she goes to the water fountain 4 times today ?,"To find out how many feet Mrs. Hilt will walk on her trips to the water fountain, we need to multiply the distance from her desk to the water fountain by the number of times she goes there.

The distance from her desk to the water fountain is given as 30 feet.

Mrs. Hilt goes to the water fountain 4 times today.

To calculate the total distance she walks, we can multiply the distance per trip by the number of trips:

 30 * 4 = << 30 * 4 = 120 >> 120 

Therefore, Mrs. Hilt will walk 120 feet on her trips to the water fountain today.
#### 120"
Mrs. Hilt measured the distance from her desk to the water fountain . It was 30 feet . How many feet will Mrs. Hilt walk on her trips to the fountain if she goes to the water fountain 4 times today ?,"To find out how many feet Mrs. Hilt will walk on her trips to the water fountain, we need to multiply the distance from her desk to the water fountain by the number of times she goes there.

The distance from her desk to the water fountain is given as 30 feet.

Mrs. Hilt goes to the water fountain 4 times today.

To calculate the total distance she walks, we can multiply the distance per trip by the number of trips:

 30 * 4 = << 30 * 4 = 120 >> 120 

Therefore, Mrs. Hilt will walk 120 feet on her trips to the water fountain today.
#### 120"
Christine wandered 20 miles at 4 miles per hour . How long did Christine wander ?,"To find out how long Christine wandered, we can use the formula:

Time = Distance / Speed

Given that Christine wandered 20 miles at a speed of 4 miles per hour, we can substitute these values into the formula:

Time = 20 miles / 4 miles per hour

Simplifying this expression, we have:

Time = 5 hours

Therefore, Christine wandered for 5 hours.

#### 5"
Christine wandered 20 miles at 4 miles per hour . How long did Christine wander ?,"To find out how long Christine wandered, we can use the formula:

Time = Distance / Speed

Given that Christine wandered 20 miles at a speed of 4 miles per hour, we can substitute these values into the formula:

Time = 20 miles / 4 miles per hour

Simplifying this expression, we have:

Time = 5 hours

Therefore, Christine wandered for 5 hours.

#### 5"
"Dana earns 13 per hour . She worked 9 hours on Friday , 10 hours on Saturday , and 3 hours on Sunday . How much money did Dana earn in all ?","To find out how much money Dana earned in total, we need to calculate the total number of hours she worked and then multiply it by her hourly rate.

Dana worked 9 hours on Friday, 10 hours on Saturday, and 3 hours on Sunday. To find the total number of hours she worked, we can add these three numbers together.

 9 + 10 + 3 = << 9 + 10 + 3 = 22 >> 22 

So, Dana worked a total of 22 hours.

Now, we need to multiply the total number of hours (22) by her hourly rate (<<13) to find out how much money she earned in total.

>> 22 * 13 = 286 <<

Therefore, Dana earned >>286 in total.

#### 286"
"Nancy picked 12 carrots from her garden . If she threw out 2 of them and then picked 21 more the next day , how many carrots would she have total ?","Nancy initially picked 12 carrots from her garden. She then threw out 2 of them, leaving her with 12 - 2 = 10 carrots. The next day, she picked an additional 21 carrots. To find the total number of carrots Nancy would have, we need to add the number of carrots she initially had (10) to the number of carrots she picked the next day (21). 

Therefore, Nancy would have a total of 10 + 21 = 31 carrots.

#### 31"
Paige was unboxing some of her old winter clothes . She found 6 boxes of clothing and inside each box there were 5 scarves and 5 mittens . How many pieces of winter clothing did Paige have total ?,"To find the total number of winter clothing pieces Paige had, we need to multiply the number of boxes by the number of scarves and mittens in each box.

Number of boxes = 6
Number of scarves and mittens in each box = 5 + 5 = 10

Total number of winter clothing pieces = Number of boxes × Number of scarves and mittens in each box
                                      = 6 × 10

Calculating this expression, we get:

6 × 10 = 60

Therefore, Paige had a total of 60 pieces of winter clothing.
#### 60"
Todd has some gum . Steve gave him 16 more pieces of gum . Now Todd has 54 pieces of gum . How many pieces did Todd have to start with ?,"Let's assume that Todd had x pieces of gum to start with. 
Steve gave him 16 more pieces of gum, so Todd now has x + 16 pieces of gum. 
We are given that Todd now has 54 pieces of gum, so we can set up the equation x + 16 = 54. 
To find the value of x, we can subtract 16 from both sides of the equation: x + 16 - 16 = 54 - 16. 
This simplifies to x = 38. 
Therefore, Todd had 38 pieces of gum to start with. 
#### 38"
Mary starts with 27 eggs . She finds another 4 . How many eggs does Mary end with ?,"Mary starts with 27 eggs. She finds another 4.

To find out how many eggs Mary ends with, we can add the number of eggs she starts with to the number of eggs she finds.

27 + 4 = <<27 + 4 = 31>> 31

Mary ends with 31 eggs.

#### 31"
A multi - national corporation has 2041 part - time employees and 63093 full - time employees . How many employees work for the corporation ?,"To find the total number of employees working for the corporation, we need to add the number of part-time employees and the number of full-time employees.

Given:
Number of part-time employees = 2041
Number of full-time employees = 63093

To find the total number of employees, we add the two numbers:

2041 + 63093 = <<2041 + 63093 = 65134>> 65134

Therefore, there are 65134 employees working for the corporation.

#### 65134"
A multi - national corporation has 2041 part - time employees and 63093 full - time employees . How many employees work for the corporation ?,"To find the total number of employees working for the corporation, we need to add the number of part-time employees and the number of full-time employees.

Given:
Number of part-time employees = 2041
Number of full-time employees = 63093

To find the total number of employees, we add the two numbers:

2041 + 63093 = <<2041 + 63093 = 65134>> 65134

Therefore, there are 65134 employees working for the corporation.

#### 65134"
You have 7 balloons and your friend has 5 balloons . How many more balloons do you have than your friend ?,"To find out how many more balloons I have than my friend, I need to subtract the number of balloons my friend has from the number of balloons I have.

I have 7 balloons and my friend has 5 balloons.

So, the calculation would be: <<7 - 5>>.

Simplifying this, we get: <<2>>.

Therefore, I have 2 more balloons than my friend.

#### 2"
"An oil pipe in the sea broke . Before engineers started to fix the pipe , 2475 gallons of oil leaked into the water . A total of 6206 gallons of oil leaked before the pipe was fixed . How many gallons of oil leaked while the engineers were fixing the pipe ?","To find the number of gallons of oil that leaked while the engineers were fixing the pipe, we need to subtract the amount of oil leaked before they started fixing it from the total amount leaked.

The amount of oil leaked before the engineers started fixing the pipe is given as 2475 gallons.

The total amount of oil leaked is given as 6206 gallons.

To find the amount of oil leaked while the engineers were fixing the pipe, we can subtract the amount leaked before they started from the total amount leaked:

6206 - 2475 = <<6206 - 2475 = 3731>> 3731

Therefore, 3731 gallons of oil leaked while the engineers were fixing the pipe.

#### 3731"
"Mike found 6 seashells and 4 starfish , but 4 of the seashells were broken . How many unbroken seashells did Mike find ?","To find the number of unbroken seashells that Mike found, we need to subtract the number of broken seashells from the total number of seashells.

Total number of seashells = 6
Number of broken seashells = 4

To find the number of unbroken seashells, we can subtract the number of broken seashells from the total number of seashells:

Unbroken seashells = Total seashells - Broken seashells

Unbroken seashells = 6 - 4

Unbroken seashells = 2

Therefore, Mike found 2 unbroken seashells.

#### 2"
Each ticket costs 9 . How much do 4 tickets cost ?,"To find out how much 4 tickets cost, we can multiply the cost of one ticket by the number of tickets. 

The cost of one ticket is <<9. 

So, to find the cost of 4 tickets, we can multiply >>9 by 4. 

<<9 * 4 = 36. 

Therefore, 4 tickets cost >>36. 

#### 36"
Each ticket costs 9 . How much do 4 tickets cost ?,"To find out how much 4 tickets cost, we can multiply the cost of one ticket by the number of tickets. 

The cost of one ticket is <<9. 

So, to find the cost of 4 tickets, we can multiply >>9 by 4. 

<<9 * 4 = 36. 

Therefore, 4 tickets cost >>36. 

#### 36"
"Recently , the value of Kate 's retirement fund decreased by 12 . If her fund was worth 1472 before , how much is it worth now ?","To find out how much Kate's retirement fund is worth now after decreasing by 12, we can subtract 12 from the initial value of her fund.

Let's denote the current worth of Kate's retirement fund as <<x>>.

We know that the initial worth of her fund was 1472. So, we can set up the equation:

x = <<x = 1472 - 12>> 1472 - 12

Now, let's solve for <<x>>:

x = <<x = 1460>> 1460

Therefore, Kate's retirement fund is now worth 1460.

#### 1460"
"A pet store has 9 bird cages . If each cage has 2 parrots and 6 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to calculate the number of birds in each cage and then multiply it by the total number of cages.

In each cage, there are 2 parrots and 6 parakeets. To find the total number of birds in one cage, we add the number of parrots and parakeets together:

2 + 6 = <<2 + 6 = 8>> 8

So, each cage has a total of 8 birds.

Now, we need to multiply this number by the total number of cages (which is 9) to find the total number of birds in the pet store:

8 * 9 = <<8 * 9 = 72>> 72

Therefore, the pet store has a total of 72 birds.

#### 72"
"A pet store has 6 bird cages . If each cage has 6 parrots and 2 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to calculate the number of birds in each cage and then multiply it by the total number of cages.

In each cage, there are 2 parrots and 6 parakeets. To find the total number of birds in one cage, we add the number of parrots and parakeets together:

2 + 6 = <<2 + 6 = 8>> 8

So, each cage has a total of 8 birds.

Now, we need to multiply this number by the total number of cages (which is 9) to find the total number of birds in the pet store:

8 * 9 = <<8 * 9 = 72>> 72

Therefore, the pet store has a total of 72 birds.

#### 72"
"A pet store has 6 bird cages . If each cage has 2 parrots and 7 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to calculate the number of birds in each cage and then multiply it by the total number of cages.

In each cage, there are 2 parrots and 6 parakeets. To find the total number of birds in one cage, we add the number of parrots and parakeets together:

2 + 6 = <<2 + 6 = 8>> 8

So, each cage has a total of 8 birds.

Now, we need to multiply this number by the total number of cages (which is 9) to find the total number of birds in the pet store:

8 * 9 = <<8 * 9 = 72>> 72

Therefore, the pet store has a total of 72 birds.

#### 72"
"A pet store has 9 bird cages . If each cage has 2 parrots and 2 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to calculate the number of birds in each cage and then multiply it by the total number of cages.

In each cage, there are 2 parrots and 6 parakeets. To find the total number of birds in one cage, we add the number of parrots and parakeets together:

2 + 6 = <<2 + 6 = 8>> 8

So, each cage has a total of 8 birds.

Now, we need to multiply this number by the total number of cages (which is 9) to find the total number of birds in the pet store:

8 * 9 = <<8 * 9 = 72>> 72

Therefore, the pet store has a total of 72 birds.

#### 72"
"A pet store has 8 bird cages . If each cage has 2 parrots and 7 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to calculate the number of birds in each cage and then multiply it by the total number of cages.

In each cage, there are 2 parrots and 6 parakeets. To find the total number of birds in one cage, we add the number of parrots and parakeets together:

2 + 6 = <<2 + 6 = 8>> 8

So, each cage has a total of 8 birds.

Now, we need to multiply this number by the total number of cages (which is 9) to find the total number of birds in the pet store:

8 * 9 = <<8 * 9 = 72>> 72

Therefore, the pet store has a total of 72 birds.

#### 72"
"A pet store has 4 bird cages . If each cage has 8 parrots and 2 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to calculate the number of birds in each cage and then multiply it by the total number of cages.

In each cage, there are 2 parrots and 6 parakeets. To find the total number of birds in one cage, we add the number of parrots and parakeets together:

2 + 6 = <<2 + 6 = 8>> 8

So, each cage has a total of 8 birds.

Now, we need to multiply this number by the total number of cages (which is 9) to find the total number of birds in the pet store:

8 * 9 = <<8 * 9 = 72>> 72

Therefore, the pet store has a total of 72 birds.

#### 72"
Mrs. Hilt bought an ice cream cone for 99 cents . How much would 2 ice cream cones cost ?,"To find out how much 2 ice cream cones would cost, we can multiply the cost of one ice cream cone by 2. 

 99 * 2 = << 99 * 2 = 198 >> 198 

Therefore, 2 ice cream cones would cost 198 cents. 

#### 198"
"A pet store has 9 bird cages . If each cage has 2 parrots and 6 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to multiply the number of cages by the number of birds in each cage. 

Given that there are 6 bird cages and each cage has 6 parrots and 2 parakeets, we can calculate the total number of birds as follows:

Number of parrots = 6 cages * 6 parrots per cage = 36 parrots
Number of parakeets = 6 cages * 2 parakeets per cage = 12 parakeets

To find the total number of birds, we add the number of parrots and parakeets together:

Total number of birds = Number of parrots + Number of parakeets = 36 parrots + 12 parakeets = 48 birds

Therefore, the pet store has a total of 48 birds.

#### 48"
"A pet store has 6 bird cages . If each cage has 6 parrots and 2 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to multiply the number of cages by the number of birds in each cage. 

Given that there are 6 bird cages and each cage has 6 parrots and 2 parakeets, we can calculate the total number of birds as follows:

Number of parrots = 6 cages * 6 parrots per cage = 36 parrots
Number of parakeets = 6 cages * 2 parakeets per cage = 12 parakeets

To find the total number of birds, we add the number of parrots and parakeets together:

Total number of birds = Number of parrots + Number of parakeets = 36 parrots + 12 parakeets = 48 birds

Therefore, the pet store has a total of 48 birds.

#### 48"
"A pet store has 6 bird cages . If each cage has 2 parrots and 7 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to multiply the number of cages by the number of birds in each cage. 

Given that there are 6 bird cages and each cage has 6 parrots and 2 parakeets, we can calculate the total number of birds as follows:

Number of parrots = 6 cages * 6 parrots per cage = 36 parrots
Number of parakeets = 6 cages * 2 parakeets per cage = 12 parakeets

To find the total number of birds, we add the number of parrots and parakeets together:

Total number of birds = Number of parrots + Number of parakeets = 36 parrots + 12 parakeets = 48 birds

Therefore, the pet store has a total of 48 birds.

#### 48"
"A pet store has 9 bird cages . If each cage has 2 parrots and 2 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to multiply the number of cages by the number of birds in each cage. 

Given that there are 6 bird cages and each cage has 6 parrots and 2 parakeets, we can calculate the total number of birds as follows:

Number of parrots = 6 cages * 6 parrots per cage = 36 parrots
Number of parakeets = 6 cages * 2 parakeets per cage = 12 parakeets

To find the total number of birds, we add the number of parrots and parakeets together:

Total number of birds = Number of parrots + Number of parakeets = 36 parrots + 12 parakeets = 48 birds

Therefore, the pet store has a total of 48 birds.

#### 48"
"A pet store has 8 bird cages . If each cage has 2 parrots and 7 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to multiply the number of cages by the number of birds in each cage. 

Given that there are 6 bird cages and each cage has 6 parrots and 2 parakeets, we can calculate the total number of birds as follows:

Number of parrots = 6 cages * 6 parrots per cage = 36 parrots
Number of parakeets = 6 cages * 2 parakeets per cage = 12 parakeets

To find the total number of birds, we add the number of parrots and parakeets together:

Total number of birds = Number of parrots + Number of parakeets = 36 parrots + 12 parakeets = 48 birds

Therefore, the pet store has a total of 48 birds.

#### 48"
"A pet store has 4 bird cages . If each cage has 8 parrots and 2 parakeets in it , how many birds does the pet store have total ?","To find the total number of birds in the pet store, we need to multiply the number of cages by the number of birds in each cage. 

Given that there are 6 bird cages and each cage has 6 parrots and 2 parakeets, we can calculate the total number of birds as follows:

Number of parrots = 6 cages * 6 parrots per cage = 36 parrots
Number of parakeets = 6 cages * 2 parakeets per cage = 12 parakeets

To find the total number of birds, we add the number of parrots and parakeets together:

Total number of birds = Number of parrots + Number of parakeets = 36 parrots + 12 parakeets = 48 birds

Therefore, the pet store has a total of 48 birds.

#### 48"
For Halloween Haley scored 33 pieces of candy . She ate 17 pieces the first night and then her sister gave her 19 more pieces . How many pieces of candy does Haley have now ?,"Haley initially had 33 pieces of candy. She ate 17 pieces the first night, so she had 33 - 17 = 16 pieces left.
Her sister then gave her 19 more pieces, so she now has 16 + 19 = 35 pieces of candy.
Therefore, Haley has 35 pieces of candy now. 
#### 35"
The Hawks scored 3 touchdowns worth 7 points each . How many points do they have ?,"To find the total number of points the Hawks have, we need to multiply the number of touchdowns by the number of points each touchdown is worth. In this case, the Hawks scored 3 touchdowns worth 7 points each. 

To calculate the total number of points, we can use the multiplication operation. 

 3 * 7 = << 3 * 7 = 21 >> 21 

Therefore, the Hawks have 21 points. 

#### 21"
Sara picked 6 pears and Tim picked 5 pears from the pear tree . How many pears were picked in total ?,"To find the total number of pears picked by Sara and Tim, we need to add the number of pears each of them picked.

Sara picked 6 pears and Tim picked 5 pears. To find the total, we can add these two numbers together.

6 + 5 = <<6 + 5 = 11>> 11

Therefore, a total of 11 pears were picked in total.

#### 11"
Sara picked 6 pears and Tim picked 5 pears from the pear tree . How many pears were picked in total ?,"To find the total number of pears picked by Sara and Tim, we need to add the number of pears each of them picked.

Sara picked 6 pears and Tim picked 5 pears. To find the total, we can add these two numbers together.

6 + 5 = <<6 + 5 = 11>> 11

Therefore, a total of 11 pears were picked in total.

#### 11"
