question,answer
jake has 12 fewer peaches than steven who has 11 more peaches than jill . steven has 4 peaches . how many more peaches does jill have than jake ?,"Let's break down the information given in the question:

1. Steven has 4 peaches.
2. Steven has 11 more peaches than Jill.
3. Jake has 12 fewer peaches than Steven.

To find out how many more peaches Jill has than Jake, we need to determine the number of peaches each person has.

Since Steven has 4 peaches, we can calculate the number of peaches Jill has by subtracting 11 from Steven's total: 4 - 11 = << 4 - 11 = -7 >> -7.

Next, we know that Jake has 12 fewer peaches than Steven. So, to find out how many peaches Jake has, we subtract 12 from Steven's total: 4 - 12 = << 4 - 12 = -8 >> -8.

Finally, to determine how many more peaches Jill has than Jake, we subtract the number of peaches Jake has from the number of peaches Jill has: -7 - (-8) = << -7 - (-8) = 1 >> -7 + 8 = 1.

Therefore, Jill has 1 more peach than Jake.

#### 1"
jake has 13 more apples and 17 fewer peaches than steven . steven has 8 peaches and 12 apples . how many apples does jake have ?,"Let's start by finding out how many peaches Jake has. We know that Steven has 8 peaches and Jake has 17 fewer peaches than Steven. So, we can calculate the number of peaches Jake has by subtracting 17 from the number of peaches Steven has.

 8 - 17 = << 8 - 17 = -9 >> -9 

Since we cannot have a negative number of peaches, it means that Jake does not have any peaches.

Now, let's find out how many apples Jake has. We know that Jake has 13 more apples than Steven. So, we can calculate the number of apples Jake has by adding 13 to the number of apples Steven has.

 12 + 13 = << 12 + 13 = 25 >> 25 

Therefore, Jake has 25 apples.

#### 25"
nell collects cards . she had 309 baseball cards and 356 10 cards . she gave some of her cards to jeff and now has 415 baseball cards and 149 10 cards left . how many more baseball cards than 10 cards does nell have ?,"To find out how many more baseball cards than 10 cards Nell has, we need to calculate the difference between the number of baseball cards and the number of 10 cards she has.

Initially, Nell had 309 baseball cards and 356 10 cards. After giving some cards to Jeff, she now has 415 baseball cards and 149 10 cards left.

To find the difference in the number of baseball cards and 10 cards, we subtract the number of 10 cards from the number of baseball cards:

415 - 149 = << 415 - 149 = 266 >> 266

Therefore, Nell has 266 more baseball cards than 10 cards.

#### 266"
paco had 40 sweet cookies and 25 salty cookies . he ate 28 salty cookies and 15 sweet cookies . how many more salty cookies than sweet cookies did he eat ?,"To find out how many more salty cookies than sweet cookies Paco ate, we need to calculate the difference between the number of salty cookies he ate and the number of sweet cookies he ate.

Paco had 40 sweet cookies and 25 salty cookies. He ate 28 salty cookies and 15 sweet cookies.

To calculate the difference, we subtract the number of sweet cookies Paco ate from the number of salty cookies he ate:

28 - 15 = << 28 - 15 = 13 >> 13

Therefore, Paco ate 13 more salty cookies than sweet cookies.

#### 13"
josh had 22 marbles in his collection . jack gave him 20 marbles . how many marbles does josh have now ?,"To find out how many marbles Josh has now, we need to add the number of marbles he had initially with the number of marbles Jack gave him.

Josh initially had 22 marbles.
Jack gave him 20 marbles.

To find the total number of marbles Josh has now, we can add these two quantities:

 22 + 20 = << 22 + 20 = 42 >> 42 

Therefore, Josh now has 42 marbles.

#### 42"
marco and his dad went strawberry picking . marco 's strawberries weighed 15 pounds . if together their strawberries weighed 37 pounds . how much did his dad 's strawberries weigh ?,"Let's assume that the weight of Marco's dad's strawberries is represented by the variable x. We know that Marco's strawberries weighed 15 pounds and together their strawberries weighed 37 pounds. 

So, we can set up the equation: 

15 + x = 37

To find the weight of Marco's dad's strawberries, we need to isolate the variable x. 

Subtracting 15 from both sides of the equation: 

x = 37 - 15 = << 37 - 15 = 22 >> 22

Therefore, Marco's dad's strawberries weighed 22 pounds. 

#### 22"
marco and his dad went strawberry picking . marco 's strawberries weighed 30 pounds . if together their strawberries weighed 17 pounds . how much more did his strawberries weigh than his dad 's ?,"Let's denote the weight of Marco's strawberries as M and the weight of his dad's strawberries as D. We are given that Marco's strawberries weighed 30 pounds, so we can write:

M = 30

We are also given that together their strawberries weighed 17 pounds, so we can write:

M + D = 17

To find out how much more Marco's strawberries weighed than his dad's, we need to calculate the difference between their weights. We can subtract the weight of his dad's strawberries from Marco's strawberries:

M - D

Substituting the value of M from the first equation, we have:

30 - D

To solve for D, we can substitute the value of M from the first equation into the second equation:

30 + D = 17

Simplifying this equation, we get:

D = 17 - 30 = << 17 - 30 = -13 >> -13

Now we can substitute this value back into our expression for the difference in weights:

30 - (-13) = << 30 - (-13) = 43 >> 43

Therefore, Marco's strawberries weighed 43 pounds more than his dad's.

#### 43"
41 children were riding on the bus . at the bus stop some children got off the bus . then there were 18 children left on the bus . how many more children were on the bus before the bus stop than there are now ?,"To find out how many more children were on the bus before the bus stop than there are now, we need to subtract the number of children left on the bus from the initial number of children.

The initial number of children on the bus was 41.
The number of children left on the bus after some got off at the bus stop is 18.

To find the difference, we subtract 18 from 41:

41 - 18 = << 41 - 18 = 23 >> 23

Therefore, there were 23 more children on the bus before the bus stop than there are now.

#### 23"
baker 's friend bought 137 cakes from him . if he had made 169 cakes initially how many cakes would baker still have ?,"To find out how many cakes the baker would still have, we need to subtract the number of cakes sold from the initial number of cakes.

The initial number of cakes the baker had is given as 169.

The number of cakes sold is given as 137.

To find out how many cakes the baker would still have, we subtract the number of cakes sold from the initial number of cakes:

169 - 137 = << 169 - 137 = 32 >> 32

Therefore, the baker would still have 32 cakes. 

#### 32"
at the arcade dave had won 7 tickets . he used some tickets to buy toys . if he still has 2 tickets left how many tickets did dave use to buy toys ?,"Let's assume that Dave used x tickets to buy toys. 

Given that Dave initially had 7 tickets and he still has 2 tickets left, we can set up the equation:

7 - x = 2

To find the value of x, we need to isolate it on one side of the equation. 

Subtracting 7 from both sides of the equation, we get:

-x = 2 - 7 = << 2 - 7 = -5 >> -5

To solve for x, we multiply both sides of the equation by -1:

x = -1 * (-5) = << -1 * (-5) = 5 >> 5

Therefore, Dave used 5 tickets to buy toys.

#### 5"
he then went to see the oranges being harvested . he found out that they harvest 82 sacks of ripe oranges and 61 sacks of unripe oranges per day . how many sacks of ripe oranges will they have after 25 days of harvest ?,"To find the total number of sacks of ripe oranges after 25 days of harvest, we need to multiply the number of sacks harvested per day by the number of days.

Given that they harvest 82 sacks of ripe oranges per day, we can calculate the total number of sacks of ripe oranges after 25 days as follows:

 82 * 25 = << 82 * 25 = 2050 >> 2050 

Therefore, they will have 2050 sacks of ripe oranges after 25 days of harvest.

#### 2050"
carol was sending out birthday invitations to her friends . each package of invitations she bought had 14 invitations in it and she bought 6 packs . then she bought 11 extra invitations . how many friends can she invite ?,"To find out how many friends Carol can invite, we need to calculate the total number of invitations she has.

First, we calculate the number of invitations in each pack by multiplying the number of invitations per pack (14) by the number of packs she bought (6):

 14 * 6 = << 14 * 6 = 84 >> 84 

So, Carol has 84 invitations from the packs she bought.

Next, we add the extra invitations she bought (11) to the total:

 84 + 11 = << 84 + 11 = 95 >> 95 

Therefore, Carol can invite a total of 95 friends.

#### 95"
carol was sending out birthday invitations to her friends . each package of invitations she bought had 3 invitations in it and she bought 2 packs . if she wants to invite 9 friends how many extra invitations will she need to buy ?,"Carol bought 2 packs of invitations, and each pack has 3 invitations. So the total number of invitations she bought is 2 * 3 = << 2 * 3 = 6 >> 6.

If Carol wants to invite 9 friends, she already has 6 invitations, so she needs to buy extra invitations for the remaining friends. The number of extra invitations needed can be found by subtracting the number of invitations she already has from the total number of friends she wants to invite: 9 - 6 = << 9 - 6 = 3 >> 3.

Therefore, Carol will need to buy 3 extra invitations. 

#### 3"
frank was reading through his favorite book . the book had 392 pages and he read 14 pages per day . how many days did he take to finish the book ?,"To find the number of days it took for Frank to finish the book, we can divide the total number of pages in the book by the number of pages he read per day.

Total number of pages in the book: 392
Number of pages read per day: 14

To find the number of days, we divide the total number of pages by the number of pages read per day:

392 / 14 = << 392 / 14 = 28 >> 28

Therefore, Frank took 28 days to finish the book.

#### 28"
frank was reading through his favorite book . the book had 3 chapters each with 594 pages . it took frank 607 days to finish the book . how many pages are in each chapter ?,"To find the number of pages in each chapter, we can divide the total number of pages in the book by the number of chapters.

Given:
Number of chapters = 3
Total number of pages = 594

To find the number of pages in each chapter, we can use the formula:

Number of pages in each chapter = Total number of pages / Number of chapters

Substituting the given values into the formula:

Number of pages in each chapter = 594 / 3

Calculating this division:

594 / 3 = << 594 / 3 = 198 >> 198

Number of pages in each chapter = 198

#### 198"
each pack of dvds costs 76 dollars . if there is a discount of 25 dollars on each pack how much do you have to pay to buy each pack ?,"To find out how much you have to pay to buy each pack of DVDs with a discount, we need to subtract the discount amount from the original price.

The original price of each pack of DVDs is 76. 
The discount on each pack is 25.

To calculate the final price, we subtract the discount from the original price:
76 - 25 = << 76 - 25 = 51 >> 51

Therefore, you would have to pay 51 to buy each pack of DVDs after the discount.

#### 51"
brenda 's mother made cookies for guests . each guest had 2 cookies . if she prepared a total of 10 cookies how many guests did she prepare cookies for ?,"Let's solve the problem step by step:

1. We know that each guest had 2 cookies.
2. We also know that Brenda's mother prepared a total of 10 cookies.
3. To find out how many guests she prepared cookies for, we need to divide the total number of cookies by the number of cookies per guest.

So, let's do the calculation:

Total number of cookies / Number of cookies per guest = Number of guests

10 / 2 = << 10 / 2 = 5 >> 5

Therefore, Brenda's mother prepared cookies for 5 guests.

#### 5"
a grocery store had 19 bottles of diet soda and 60 bottles of regular soda . how many more bottles of regular soda than diet soda did they have ?,"To find out how many more bottles of regular soda the grocery store had compared to diet soda, we need to subtract the number of diet soda bottles from the number of regular soda bottles.

Number of regular soda bottles: 60
Number of diet soda bottles: 19

Regular soda bottles - Diet soda bottles = Difference

60 - 19 = << 60 - 19 = 41 >> 41

Therefore, the grocery store had 41 more bottles of regular soda than diet soda.

#### 41"
a grocery store had 57 bottles of regular soda 26 bottles of diet soda and 27 bottles of lite soda . how many bottles did they have total ?,"To find the total number of bottles, we need to add the number of regular soda bottles, diet soda bottles, and lite soda bottles.

The grocery store had 57 bottles of regular soda.
They also had 26 bottles of diet soda.
Additionally, they had 27 bottles of lite soda.

To find the total number of bottles, we add these quantities together:
57 + 26 + 27 = << 57 + 26 + 27 = 110 >> 110

Therefore, the grocery store had a total of 110 bottles. 
#### 110"
after eating a hearty meal they went to see the buckingham palace . there rachel learned that 317 visitors came to the buckingham palace that day . if there were 295 visitors the previous day how many more visitors visited the buckingham palace on that day than on the previous day ?,"To find out how many more visitors visited the Buckingham Palace on that day than on the previous day, we need to subtract the number of visitors on the previous day from the number of visitors on that day.

Number of visitors on that day: 317
Number of visitors on the previous day: 295

To find the difference, we subtract the number of visitors on the previous day from the number of visitors on that day:

 317 - 295 = << 317 - 295 = 22 >> 22 

Therefore, there were 22 more visitors who visited the Buckingham Palace on that day than on the previous day.
#### 22"
mom buys 51 white t - shirts . if white t - shirts can be purchased in packages of 3 how many packages will she have ?,"To find out how many packages of white t-shirts mom will have, we need to divide the total number of white t-shirts by the number of t-shirts in each package.

Total number of white t-shirts = 51
Number of t-shirts in each package = 3

To calculate the number of packages, we can use division:

51 / 3 = << 51 / 3 = 17 >> = 17

Dividing 51 by 3 gives us:

51 / 3 = << 51 / 3 = 17 >> = 17

Therefore, mom will have 17 packages of white t-shirts.

#### 17"
a mailman has to give 5 pieces of junk mail to each block . if he gives 25 mails to each house in a block how many houses are there in a block ?,"To find the number of houses in a block, we can divide the total number of mails given to the block by the number of mails given to each house.

Let's denote the number of houses in a block as x.

The total number of mails given to the block is 5 pieces of junk mail per block multiplied by the number of houses in a block, which is 25 mails per house. So, we have:

 5x = 25 

To solve for x, we can divide both sides of the equation by 5:

5x / 5 = 25 / 5 = << 25 / 5 = 5 >> = 5

Simplifying:

 x = 5 

Therefore, there are 5 houses in a block.

#### 5"
lucy went to the grocery store . she bought 10 packs of cookie and 4 packs of cake . how many more packs of cookie did she buy over cake ?,"To find out how many more packs of cookies Lucy bought compared to cakes, we need to subtract the number of cake packs from the number of cookie packs.

Lucy bought 10 packs of cookies and 4 packs of cakes.

So, the calculation would be: 10 - 4 = << 10 - 4 = 6 >> 6.

Therefore, Lucy bought 6 more packs of cookies than cakes.

#### 6"
there were 12 people on the bus . at the next stop 4 more people got on the bus . each bus can not have more than 36 people . how many people are there on the bus now ?,"Initially, there were 12 people on the bus. Then, 4 more people got on the bus at the next stop. To find out how many people are on the bus now, we need to add the initial number of people to the number of people who got on at the next stop.

Initial number of people on the bus: 12
Number of people who got on at the next stop: 4

To find the total number of people on the bus now, we can add these two numbers together:

12 + 4 = << 12 + 4 = 16 >> 16

Therefore, there are currently 16 people on the bus.

#### 16"
the cave is 1218 feet deep and they are already at 849 feet . if they are travelling at speed of 17 how much farther until they reach the end of the cave ?,"To find out how much farther they need to travel until they reach the end of the cave, we can subtract the depth they have already traveled from the total depth of the cave.

Total depth of the cave: 1218 feet
Depth already traveled: 849 feet

To find the remaining distance, we subtract the depth already traveled from the total depth of the cave:

1218 - 849 = << 1218 - 849 = 369 >> 369

Therefore, they need to travel an additional 369 feet until they reach the end of the cave.

#### 369"
allan brought 7 balloons and 5 balls while jake brought 6 balloons and 4 balls to the park . how many balls did allan and jake have in the park ?,"To find the total number of balls that Allan and Jake brought to the park, we need to add the number of balls that each of them brought. 

Allan brought 5 balls and Jake brought 4 balls. 

To find the total number of balls, we add these two numbers together: 

5 + 4 = << 5 + 4 = 9 >> 9

Therefore, Allan and Jake had a total of 9 balls in the park. 

#### 9"
every day ryan spends 7 hours on learning english 2 hours on learning chinese and 4 hours on learning spanish . how many more hours does he spend on learning english than he does on learning spanish ?,"To find out how many more hours Ryan spends on learning English than he does on learning Spanish, we need to subtract the number of hours he spends on learning Spanish from the number of hours he spends on learning English.

Ryan spends 7 hours on learning English and 4 hours on learning Spanish.

So, the difference in hours spent on learning English and Spanish is:

7 - 4 = << 7 - 4 = 3 >> 3

Therefore, Ryan spends 3 more hours on learning English than he does on learning Spanish.

#### 3"
every day ryan spends 2 hours on learning english 5 hours on learning chinese and 4 hours on learning spanish . how many more hours does he spend on learning chinese than he does on learning spanish ?,"To find out how many more hours Ryan spends on learning Chinese than he does on learning Spanish, we need to subtract the number of hours he spends on learning Spanish from the number of hours he spends on learning Chinese. 

Ryan spends 5 hours on learning Chinese and 4 hours on learning Spanish. 

So, the number of hours Ryan spends on learning Chinese than he does on learning Spanish can be calculated as:

5 - 4 = << 5 - 4 = 1 >> 1

Therefore, Ryan spends 1 more hour on learning Chinese than he does on learning Spanish.

#### 1"
7 red peaches 71 yellow peaches and 8 green peaches are in the basket . how many more green peaches than red peaches are in the basket ?,"To find out how many more green peaches than red peaches are in the basket, we need to subtract the number of red peaches from the number of green peaches.

Given:
Number of red peaches = 7
Number of green peaches = 8

To find the difference, we subtract the number of red peaches from the number of green peaches:
 8 - 7 = << 8 - 7 = 1 >> 1 

Therefore, there is 1 more green peach than red peach in the basket.
#### 1"
there are 65 baskets of peaches . each basket has 7 red peaches and 3 green peaches . how many peaches are in each basket ?,"To find the total number of peaches in each basket, we need to add the number of red peaches and the number of green peaches in each basket.

The number of red peaches in each basket is 7.
The number of green peaches in each basket is 3.

To find the total number of peaches in each basket, we add the number of red peaches and the number of green peaches:
7 + 3 = << 7 + 3 = 10 >> 10

Therefore, there are 10 peaches in each basket.

#### 10"
there are 7 baskets of peaches . each basket has 10 red peaches and 2 green peaches . how many green peaches are in the baskets altogether ?,"Each basket has 2 green peaches. There are 7 baskets in total. To find the total number of green peaches, we can multiply the number of green peaches in each basket by the number of baskets. 

2 * 7 = << 2 * 7 = 14 >> 14

Therefore, there are 14 green peaches in the baskets altogether.

#### 14"
2 birds were sitting on the fence . some more birds came to join them . if there are a total of 6 birds on the fence now how many more birds had come to sit on the fence ?,"Let's assume that the number of birds that came to join the two birds on the fence is represented by the variable x. 

We know that there were initially 2 birds on the fence, and after the additional birds joined, there are now a total of 6 birds on the fence. 

So, we can set up the equation: 2 + x = 6. 

To solve for x, we can subtract 2 from both sides of the equation: 2 + x - 2 = 6 - 2, we can subtract 2 from both sides of the equation: x = 6 - 2. 

Simplifying the right side of the equation gives us: x = 6 - 2 = << 6 - 2 = 4 >> 4 

Therefore, 4 more birds had come to sit on the fence. 

#### 4"
a book has 2 chapters . the first chapter is 48 pages long . the second chapter is 11 pages long . how many more pages does the first chapter have than the second chapter ?,"To find out how many more pages the first chapter has than the second chapter, we need to subtract the number of pages in the second chapter from the number of pages in the first chapter.

The first chapter is 48 pages long and the second chapter is 11 pages long.

So, to find the difference, we subtract 11 from 48:

48 - 11 = << 48 - 11 = 37 >> 37

Therefore, the first chapter has 37 more pages than the second chapter.

#### 37"
