"question" ; "answer"
"after eating a hearty meal they went to see the buckingham palace . there were 39 paintings in the buckingham palace . there rachel learned that 661 visitors came to the buckingham palace that day . if there were 600 visitors the previous day how many more visitors visited the buckingham palace on that day than on the previous day ?" ; "To calculate the number of additional visitors who visited the Buckingham Palace on that day compared to the previous day, we need to find the difference between the number of visitors on that day and the previous day.

Given that there were 661 visitors on that day and 600 visitors the previous day, we can find the difference by subtracting the number of visitors on the previous day from the number of visitors on that day.

Let's calculate it step by step:

Number of visitors on that day: 661
Number of visitors the previous day: 600

To find the additional visitors, we subtract the number of visitors on the previous day from the number of visitors on that day:

Additional visitors = Number of visitors on that day - Number of visitors the previous day
Additional visitors = 661 - 600

Now, let's calculate the difference:

Additional visitors = 61

Therefore, there were 61 more visitors who visited the Buckingham Palace on that day compared to the previous day.

#### 61"
"baker sold 44 cakes . if he had made 48 cakes initially how many cakes would baker still have ?" ; "If the baker sold 44 cakes and initially had 48 cakes, we can find out how many cakes he would still have by subtracting the number of cakes sold from the initial number of cakes.

Initial number of cakes = 48
Number of cakes sold = 44

To find the number of cakes the baker would still have, we can subtract the number of cakes sold from the initial number of cakes:

 48 - 44 = << 48 - 44 = 4 >> 4 

Therefore, the baker would still have 4 cakes.
#### 4"
"we ordered 17 pizzas . each pizza has 4 slices . if there are 25 of us how many slices of pizza are there altogether ?" ; "To find the total number of pizza slices, we need to multiply the number of pizzas by the number of slices per pizza. 

Given that we ordered 17 pizzas and each pizza has 4 slices, we can calculate the total number of slices as follows:

 17 * 4 = << 17 * 4 = 68 >> 68 

Therefore, there are 68 slices of pizza altogether.

#### 68"
"matthew had 14 crackers and 21 cakes . if matthew gave equal numbers of crackers and cakes to his 7 friends how many crackers and cakes did each person eat ?" ; "To find out how many crackers and cakes each person ate, we need to divide the total number of crackers and cakes by the number of friends.

First, let's find the total number of crackers and cakes: 
14 + 21 = <<14 + 21 = 35>> 35

Next, let's divide the total number of crackers and cakes by the number of friends:
35 / 7 = <<35 / 7 = 5>> 5

Therefore, each person ate 5 crackers and 5 cakes.

#### 5"
"the school is planning a field trip . the school has 87 classrooms . there are 58 students in the school with each classroom having the same number of students . if there are 2 seats on each school bus . how many buses are needed to take the trip ?" ; "To find out how many buses are needed for the field trip, we need to determine the total number of students and then divide it by the number of seats on each bus.

Given:
- Number of classrooms: 87
- Number of students in the school: 58

To find the total number of students, we can multiply the number of classrooms by the number of students in each classroom:

 tTotal number of students = << tTotal number of students = tNumber of classrooms * tNumber of students per classroom >> tNumber of classrooms * tNumber of students per classroom 

 tTotal number of students = << tTotal number of students = 87 * 58 >> 87 * 58 

Calculating this:

 tTotal number of students = << tTotal number of students = 5046 >> 5046 

Now, to determine the number of buses needed, we divide the total number of students by the number of seats on each bus (which is 2):

 tNumber of buses needed = << tNumber of buses needed = \ / textTotal number of students}t{Number of seats per bus} >> \ / textTotal number of students}t{Number of seats per bus} 

 tNumber of buses needed = << tNumber of buses needed = 5 / 046}2 >> 5 / 046}2 

Calculating this:

 tNumber of buses needed = << tNumber of buses needed = 2523 >> 2523 

#### 29"
"after making some pies chef had 2 apples left . initially he had 43 apples how many apples did he use ?" ; "To find out how many apples the chef used, we can subtract the number of apples left from the initial number of apples.

Given:
Initial number of apples = 43
Number of apples left = 2

To calculate the number of apples used, we subtract the number of apples left from the initial number of apples:

 43 - 2 = << 43 - 2 = 41 >> 41 

Therefore, the chef used 41 apples.

#### 41"
"dave had 17 apps and 21 files on his phone . after deleting some apps and files he had 3 apps and 7 files left . how many files did he delete ?" ; "To find out how many files Dave deleted, we need to subtract the number of files he had left from the number of files he initially had.

Dave initially had 21 files.
He had 7 files left.
To find out how many files he deleted, we subtract the number of files left from the initial number of files: 21 - 7 = 14.

Therefore, Dave deleted 14 files. 

#### 14"
"marco and his dad went strawberry picking . marco 's strawberries weighed 30 pounds . if together their strawberries weighed 17 pounds . how much more did his strawberries weigh than his dad 's ?" ; "Let's denote the weight of Marco's strawberries as M>> and the weight of his dad's strawberries as <<D>>. We are given that Marco's strawberries weighed 30 pounds, so we can write <<M = <<M>> and the weight of his dad's strawberries as <<D>>. We are given that Marco's strawberries weighed 30 pounds, so we can write <<M = 30>> 30. We are also given that together their strawberries weighed 17 pounds, so we can write M + D = <<M + D = 17>> 17. 

To find out how much more Marco's strawberries weighed than his dad's, we need to calculate the difference between their weights, which is <<M - D>>. 

We can substitute the value of <<M>> from the first equation into the second equation to solve for <<D>>. 

M + D = <<M + D = 17>> 17

30 + D = <<30 + D = 17>> 17

Subtracting 30 from both sides of the equation:

D = <<D = 17 - 30>> 17 - 30

Simplifying the right side:

D = <<D = -13>> -13

Now we can substitute the value of <<D>> into the expression <<M - D>> to find the difference in weights:

M - D = <<M - D = 30 - (-13)>> 30 - (-13)

Simplifying the expression:

M - D = <<M - D = 30 + 13>> 30 + 13

M - D = <<M - D = 43>> 43

Therefore, Marco's strawberries weighed 43 pounds more than his dad's.

#### 43"
"brenda 's mother made cookies for 5 . she prepared 22 cookies but had to throw away 17 cookies . if each of them had the same number of cookies how many did each of them have ?" ; "Let's assume that Brenda and her mother each had x number of cookies.

According to the given information, Brenda's mother made cookies for 5, so she prepared 5x cookies.
But she had to throw away 17 cookies, so the total number of cookies remaining is 5x - 17.

Since both Brenda and her mother had the same number of cookies, we can set up the equation:
Brenda's cookies + Mother's cookies = Total remaining cookies
x + (5x - 17) = 22

Simplifying the equation:
6x - 17 = 22
Adding 17 to both sides:
6x = 39
Dividing both sides by 6:
x = 6.5

So, each of them had 6.5 cookies.

#### 1"
"they decided to hold the party in their backyard . if they have 5 sets of tables and each set has 10 chairs how many more chairs than tables do they have ?" ; "To find out how many more chairs than tables they have, we need to determine the total number of chairs and tables separately.

Given that they have 5 sets of tables and each set has 10 chairs, we can calculate the total number of chairs by multiplying the number of sets by the number of chairs per set.

Total number of chairs = 5 sets * 10 chairs/set = 50 chairs

Since they have 5 sets of tables, the total number of tables is simply 5.

To find out how many more chairs than tables they have, we subtract the number of tables from the number of chairs.

Number of chairs - Number of tables = 50 chairs - 5 tables = 45

Therefore, they have 45 more chairs than tables.

#### 45"
"after eating a hearty meal they went to see the buckingham palace . there rachel learned that 512 visitors came to the buckingham palace that day . if there were 471 visitors the previous day and 808 visitors the day before that how many visited the buckingham palace within the past 89 days ?" ; "To find out how many visitors visited the Buckingham Palace within the past 89 days, we need to add up the number of visitors from each day.

The number of visitors on the current day is given as 512.
The number of visitors the previous day is given as 471.
The number of visitors the day before that is given as 808.

To find the total number of visitors in the past 89 days, we need to add up the number of visitors from each day for a total of 89 days.

Let's calculate the total number of visitors:

Total number of visitors = (number of visitors on the current day) + (number of visitors on the previous day) + (number of visitors on the day before that)

Total number of visitors = 512 + 471 + 808

Total number of visitors = 1791

Therefore, the total number of visitors who visited the Buckingham Palace within the past 89 days is 1791.
#### 1791"
"the razorback shop makes $ 115 dollars off each jersey and $ 25 off each t-shirt . during the arkansas and texas tech game they sold 113 t-shirts and 78 jerseys . how much more does a jersey cost than a t-shirt ?" ; "To find out how much more a jersey costs than a t-shirt, we need to calculate the difference in their prices.

The razorback shop makes <<115 off each jersey and >>25 off each t-shirt. 

Let's calculate the total revenue from selling jerseys:
Number of jerseys sold = 78
Revenue from selling jerseys = 78 * <<115

Now, let's calculate the total revenue from selling t-shirts:
Number of t-shirts sold = 113
Revenue from selling t-shirts = 113 * >>25

To find out how much more a jersey costs than a t-shirt, we subtract the revenue from selling t-shirts from the revenue from selling jerseys:

Difference in revenue = Revenue from selling jerseys - Revenue from selling t-shirts

Now, let's substitute the values and calculate:

Difference in revenue = (78 * <<115) - (113 * >>25)

#### 90"
"frank was reading through his favorite book . it took him 16 days to finish the book . if the book had 112 pages how many pages did he read per day ?" ; "To find out how many pages Frank read per day, we can divide the total number of pages in the book (112) by the number of days it took him to finish it (16).

So, the calculation is:

 1 / 12}16 = << 1 / 12}16 = 7 >> 7 

Frank read an average of 7 pages per day.

#### 7"
"there were 15 roses in the vase . jessica threw away 33 roses from the vase and cut some more new roses from her flower garden to put in the vase . there are now 17 roses in the vase . how many more roses did she cut than those she threw away ?" ; "Let's denote the number of roses Jessica cut from her flower garden as ""x"". 

Initially, there were 15 roses in the vase. Jessica then threw away 33 roses, so the number of roses remaining in the vase is given by: 

15 - 33 = <<15 - 33 = -18>> -18

However, we know that there are now 17 roses in the vase. Therefore, we can set up the following equation: 

-18 + x = <<-18 + x = 17>> 17

To find the value of ""x"", we can solve this equation for ""x"". 

Adding 18 to both sides of the equation gives us: 

x = <<x = 17 + 18>> 17 + 18

Simplifying the right side gives us: 

x = <<x = 35>> 35

Therefore, Jessica cut 35 more roses than she threw away. 

#### 2"
"after a typhoon 13 trees in haley 's backyard died . if she had grown 3 trees initially how many more trees died in the typhoon than those that survived ?" ; "If Haley had initially grown 3 trees and 13 trees died in the typhoon, we need to find the difference between the number of trees that died and the number of trees that survived.

To find the number of trees that survived, we subtract the number of trees that died from the total number of trees initially grown.

Total number of trees initially grown = 3
Number of trees that died = 13

Number of trees that survived = Total number of trees initially grown - Number of trees that died
Number of trees that survived = 3 - 13

To find the difference between the number of trees that died and the number of trees that survived, we subtract the number of trees that survived from the number of trees that died.

Difference = Number of trees that died - Number of trees that survived
Difference = 13 - (3 - 13)

Simplifying the expression inside the parentheses:
Difference = 13 - 3 + 13

Calculating the difference:
Difference = 23

Therefore, there were 23 more trees that died in the typhoon than those that survived.
#### 23"
"together adam and jackie have 6 apples . has 4 apples more than adam and jackie together do . how many apples does have ?" ; "Let's assume that Adam has x apples. According to the problem, Jackie has 4 more apples than Adam. So, Jackie has x + 4 apples.
Together, Adam and Jackie have 6 apples. So, the equation is:
x + (x + 4) = 6
Simplifying the equation:
2x + 4 = 6
Subtracting 4 from both sides:
2x = 2
Dividing both sides by 2:
x = 1
So, Adam has 1 apple.
Now, to find out how many apples Jackie has, we substitute the value of x into the equation:
x + 4 = 1 + 4 = 5
Therefore, Jackie has 5 apples.
So, Jackie has #### apples.
#### 10"
"helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked 527 chocolate chip cookies and 86 raisin cookies yesterday . and she baked 86 raisin cookies and 554 chocolate chip cookies this morning . how many chocolate chip cookies did helen bake ?" ; "To find out how many chocolate chip cookies Helen baked, we need to add the number of chocolate chip cookies she baked yesterday and the number she baked this morning.

Helen baked 527 chocolate chip cookies yesterday and 554 chocolate chip cookies this morning.

So, the total number of chocolate chip cookies Helen baked is 527 + 554 = <<527 + 554 = 1081>> 1081.

Therefore, Helen baked 1081 chocolate chip cookies.
#### 1081"
"an industrial machine can make 3 shirts a minute . it made 4 shirts yesterday and 8 shirts today . how many minutes did the machine work in all ?" ; "To find the total number of minutes the machine worked, we need to add the number of minutes it worked yesterday and today.

The machine made 4 shirts yesterday, and since it can make 3 shirts per minute, it must have worked for 4 / 3 minutes yesterday.

The machine made 8 shirts today, so it must have worked for 8 / 3 minutes today.

To find the total number of minutes, we add the minutes from yesterday and today: 4 / 3 + 8 / 3.

To add fractions, we need a common denominator. In this case, the common denominator is 3.

So, 4 / 3 + 8 / 3 = (4 + 8) / 3 = 12 / 3.

To simplify the fraction, we divide the numerator by the denominator: 12 / 3 = 4.

Therefore, the machine worked for 4 minutes in total.

#### 4"
"a waiter had 8 customers . after some left he still had 5 customers . then he got 99 new customers how many customers left ?" ; "The waiter initially had 8 customers. After some left, he still had 5 customers. Then he got 99 new customers. To find out how many customers left, we can subtract the number of customers the waiter currently has from the total number of customers he had initially.

Total number of customers initially = 8
Number of customers currently = 5
Number of new customers = 99

Number of customers left = Total number of customers initially - Number of customers currently
Number of customers left = 8 - 5

Number of customers left = 3

Therefore, 3 customers left.
#### 3"
"mom buys 51 white t - shirts . if white t - shirts can be purchased in packages of 3 how many packages will she have ?" ; "Sure! Let's solve the problem step by step.

To find out how many packages of white t-shirts your mom will have, we need to divide the total number of white t-shirts she bought by the number of t-shirts in each package.

Given the following information:
- Total number of white t-shirts: 51
- Number of t-shirts in each package: 3

To calculate the number of packages, we divide the total number of t-shirts by the number of t-shirts in each package:

 51 / 3 = << 51 / 3 = 17 >> 17 

Therefore, your mom will have 17 packages of white t-shirts.

#### 17"
"there are some baskets of peaches . each basket has 4 red peaches and 3 green peaches . if there are a total of 7 peaches in all baskets how many baskets of peaches are there ?" ; "Let's assume the number of baskets of peaches is represented by the variable <<x>>.

In each basket, there are 4 red peaches and 3 green peaches. So, the total number of peaches in each basket can be calculated as 4 + 3 = <<4 + 3 = 7>> 7.

Since there are a total of 7 peaches in all the baskets, we can set up an equation: 7x = <<7x = 7>> 7.

To find the value of x>>, we can divide both sides of the equation by 7: <<7 / x7 = <<x>>, we can divide both sides of the equation by 7: <<7 / x7 = 7 / 7>> 7 / 7.

Simplifying, we get x = <<x = 1>> 1.

Therefore, there is only 1 basket of peaches. 

#### 1"
"edward spent $ 4 to buy books and $ 3 to buy pens . now he has $ 12 . how much did edward spend on books and pens ?" ; "Let's assume the amount Edward spent on books is represented by the variable <<x>>, and the amount he spent on pens is represented by the variable <<y>>.

According to the given information, Edward spent <<4 on books and >>3 on pens. So we can write two equations based on this:

Equation 1: x + y = <<x + y = 7>> 7 (since 4 + 3 = <<4 + 3 = 7>> 7)

Equation 2: x + y = <<x + y = 12>> 12

To find out how much Edward spent on books and pens, we need to solve these equations simultaneously.

Subtracting Equation 1 from Equation 2, we get:

(x + y) - (x + y) = <<(x + y) - (x + y) = 12 - 7>> 12 - 7

Simplifying this equation, we have:

0 = <<0 = 5>> 5

This means that there is no solution for these equations. However, it seems there might be an error in the given information or problem statement. Please double-check the values provided.
#### 7"
"zachary did 46 push-ups and 58 crunches in gym class today . david did 38 more push-ups but 62 less crunches than zachary . how many more crunches than push-ups did zachary do ?" ; "Let's start by finding out how many push-ups David did. We know that David did 38 more push-ups than Zachary, so we can calculate it as:

 tDavid's push-ups = << tDavid's push-ups = tZachary's push-ups + 38 >> tZachary's push-ups + 38 

Substituting the given values:

 tDavid's push-ups = << tDavid's push-ups = 46 + 38 >> 46 + 38 

Simplifying the calculation:

 tDavid's push-ups = << tDavid's push-ups = 84 >> 84 

Now let's find out how many crunches David did. We know that David did 62 less crunches than Zachary, so we can calculate it as:

 tDavid's crunches = << tDavid's crunches = tZachary's crunches - 62 >> tZachary's crunches - 62 

Substituting the given values:

 tDavid's crunches = << tDavid's crunches = 58 - 62 >> 58 - 62 

Simplifying the calculation:

 tDavid's crunches = << tDavid's crunches = -4 >> -4 

Since negative numbers don't make sense in this context, we can conclude that David didn't do any crunches.

Now let's find out how many more crunches than push-ups Zachary did. We can calculate it as:

 tMore crunches than push-ups = << tMore crunches than push-ups = tZachary's crunches - tZachary's push-ups >> tZachary's crunches - tZachary's push-ups 

Substituting the given values:

 tMore crunches than push-ups = << tMore crunches than push-ups = 58 - 46 >> 58 - 46 

Simplifying the calculation:

 tMore crunches than push-ups = << tMore crunches than push-ups = 12 >> 12 

Therefore, Zachary did 12 more crunches than push-ups.

#### 12"
"zachary did 19 push-ups in gym class today . david did 39 more push-ups than zachary . john did 13 push-ups less than david . how many push-ups did david do ?" ; "Let's solve the problem step by step:

1. Zachary did 19 push-ups.
2. David did 39 more push-ups than Zachary, so we can calculate David's push-ups as <<19 + 39>>.
3. John did 13 push-ups less than David, so we can calculate John's push-ups as <<(19 + 39) - 13>>.

Now let's calculate the values:

- David's push-ups: 19 + 39 = <<19 + 39 = 58>> 58
- John's push-ups: (19 + 39) - 13 = <<(19 + 39) - 13 = 45>> 45

Therefore, David did 58 push-ups.

#### 58"
"the grasshopper and the frog had a jumping contest . the grasshopper jumped 35 inches . the grasshopper jumped 4 inches farther than the grasshopper . how much did they jump altogether ?" ; "Let's solve the problem step by step:

1. The grasshopper jumped 35 inches.
2. The frog jumped 4 inches less than the grasshopper.
3. To find out how much they jumped altogether, we need to add the distances they each jumped.

Let's calculate the total distance:

The grasshopper jumped 35 inches.
The frog jumped 4 inches less than the grasshopper, so it jumped 35 - 4 = 31 inches.

To find the total distance, we add the distances they each jumped:

35 + 31 = ####
#### 66"
"jake has 5 fewer peaches than steven . steven has 18 more peaches than jill . if jill has 87 peaches how many more peaches does jake have than jill ?" ; "Let's break down the information given in the question:

1. Jill has 87 peaches.
2. Steven has 18 more peaches than Jill.
3. Jake has 5 fewer peaches than Steven.

To find out how many more peaches Jake has than Jill, we need to determine the difference between their quantities.

First, let's calculate how many peaches Steven has:
Steven's peaches = Jill's peaches + 18
Steven's peaches = 87 + 18
Steven's peaches = 105

Next, let's calculate how many peaches Jake has:
Jake's peaches = Steven's peaches - 5
Jake's peaches = 105 - 5
Jake's peaches = 100

Finally, let's find the difference between Jake and Jill's peach quantities:
Difference = Jake's peaches - Jill's peaches
Difference = 100 - 87
Difference = 13

Therefore, Jake has 13 more peaches than Jill.

#### 13"
"nell collects cards . she had 309 baseball cards and 356 10 cards . she gave some of her cards to jeff and now has 415 baseball cards and 149 10 cards left . how many more baseball cards than 10 cards does nell have ?" ; "To find out how many more baseball cards than 10 cards Nell has, we need to calculate the difference between the number of baseball cards and the number of 10 cards she has.

Initially, Nell had 309 baseball cards and 356 10 cards. After giving some cards to Jeff, she now has 415 baseball cards and 149 10 cards left.

To find the difference in the number of baseball cards and 10 cards, we subtract the number of 10 cards from the number of baseball cards:

415 - 149 = <<415 - 149 = 266>> 266

Therefore, Nell has 266 more baseball cards than 10 cards.

#### 266"
"for gwen 's birthday she received 3 dollars from her mom . her dad gave her 6 more dollars . if she spent 4 dollars . how much more money did she receive from her dad than she did from her mom ?" ; "To determine how much more money Gwen received from her dad than her mom, we first need to calculate how much money she received from her mom and her dad separately.

Gwen received 3 dollars from her mom, and her dad gave her an additional 6 dollars. To find out the total amount of money she received from her dad, we can add the amount she received from her mom to the additional amount given by her dad. 

Therefore, the total amount of money Gwen received from her dad is 3 + 6 = <<3 + 6 = 9>> 9 dollars.

Now, to find out how much more money Gwen received from her dad than her mom, we need to subtract the amount she received from her mom from the total amount she received from her dad. 

Hence, the amount of money Gwen received more from her dad than her mom is 9 - 3 = <<9 - 3 = 6>> 6 dollars.

So, Gwen received 6 dollars more from her dad than she did from her mom.
#### 3"
"the razorback shop makes $ 62 dollars off each t-shirt and $ 99 off each jersey . during the arkansas and texas tech game they sold 183 t-shirts and 31 jerseys . how much money did they make from selling the t-shirts ?" ; "To find out how much money the Razorback shop made from selling t-shirts, we need to multiply the number of t-shirts sold by the profit made from each t-shirt.

The profit made from each t-shirt is given as <<62. 

The number of t-shirts sold is given as 183.

To calculate the total money made from selling t-shirts, we can use the formula:

Total money = Number of t-shirts sold * Profit per t-shirt

Substituting the given values into the formula:

Total money = 183 * >>62

Calculating this expression:

Total money = $11,346

#### 11346"
"the razorback shop makes $ 5 dollars off each jersey and $ 215 off each t-shirt . during the arkansas and texas tech game they sold 20 t-shirts and 64 jerseys . how much money did they make from selling the t-shirts ?" ; "To find out how much money the Razorback shop made from selling t-shirts, we need to multiply the number of t-shirts sold by the amount of money made from each t-shirt.

Given:
- The Razorback shop makes <<5 off each jersey.
- The Razorback shop makes >>215 off each t-shirt.
- During the Arkansas and Texas Tech game, they sold 20 t-shirts and 64 jerseys.

To calculate the total money made from selling t-shirts:
Number of t-shirts sold = 20
Amount of money made from each t-shirt = <<215

Total money made from selling t-shirts = Number of t-shirts sold * Amount of money made from each t-shirt

Substituting the given values:
Total money made from selling t-shirts = 20 * >>215

Calculating:
Total money made from selling t-shirts = <<4300

Therefore, the Razorback shop made >>4300 from selling the t-shirts.

#### 4300"
"lewis earns $ 2 every week during the harvest . if he earns a total of $ 178 how many weeks did the harvest last ?" ; "Let's assume the number of weeks the harvest lasted is represented by the variable <<w>>. 

According to the given information, Lewis earns <<2 every week during the harvest. Therefore, his total earnings can be calculated by multiplying the amount earned per week (>>2) by the number of weeks (<<w):

>>2 * w = 178<<

To find the value of >>w<<, we need to isolate it on one side of the equation. We can do this by dividing both sides of the equation by 2:

>>2 / * w}2 = 1 / 78}2<<

Simplifying further:

>>w = 1 / 78}2<<

Now, let's calculate this division:

>>w = 89$

Therefore, the harvest lasted for 89 weeks.

#### 89"
"in haley 's class 13 boys love to play marbles and 50 boys love to play cards . if haley has 26 marbles how many will each of the boys receive ?" ; "To find out how many marbles each boy will receive, we need to divide the total number of marbles (26) by the number of boys who love to play marbles (13).

So, the calculation is:

 2 / 613 = << 2 / 613 = 2 >> 2 

Each boy will receive 2 marbles.

#### 2"
"next on his checklist are wax to stick the feathers together and colors to paint them . he needs a total of 57 g of colors to paint them . he needs 22 g of wax more . if the feathers require a total of 353 g of wax how many grams of wax does he already have ?" ; "Let's assume the number of grams of wax he already has is represented by the variable <<x>>.

According to the given information, he needs a total of 57 g of colors to paint the feathers and 22 g more of wax. This means the total weight of wax required is 353 + 22 = <<353 + 22 = 375>> 375 g.

Since he needs a total of 375 g of wax and already has <<x>> grams, we can set up the following equation:

x + 353 = <<x + 353 = 375>> 375

To find the value of <<x>>, we can subtract 353 from both sides of the equation:

x = <<x = 375 - 353>> 375 - 353

Simplifying this equation gives us:

x = <<x = 22>> 22

Therefore, he already has 22 grams of wax.

#### 331"
