question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
"A worksheet had number0 problems on it . If a teacher had number1 worksheets to grade and had already graded number2 of them , how many more problems does she have to grade ?","[2,14,7]","[*,number0,-,number1,number2]",14,"[2,3,4,11,12,13,19,20,21,30,31,32]","A worksheet had number0 problems on it . If a teacher had number1 worksheets to grade and had already graded number2 of them ,",how many more problems does she have to grade ?,,[],522,"Each worksheet has 2 problems on it. So, the total number of problems on all the worksheets is $14 \times 2 = 28$ problems.
The teacher has already graded 7 worksheets, which means she has already graded $7 \times 2 = 14$ problems.
To find out how many more problems she has to grade, we need to subtract the number of problems she has already graded from the total number of problems.
Therefore, the teacher has to grade $28 - 14 = 14$ more problems. 
####"
Bianca was planting vegetables in her garden . She started with number0 seeds and planted number1 of them in the big garden and in each of her small gardens put number2 seeds each . How many small gardens did Bianca have ?,"[52,40,2]","[/,-,number0,number1,number2]",6,"[10,11,12,14,15,16,29,30,31,38,39,40]",Bianca was planting vegetables in her garden . She started with number0 seeds and planted number1 of them in the big garden and in each of her small gardens put number2 seeds each .,How many small gardens did Bianca have ?,,[],524,"Hello! I'd be happy to help you with your math problem. Let's break it down step by step.

Bianca started with 52 seeds. She planted 40 of them in the big garden. To find out how many small gardens she had, we need to subtract the seeds she planted in the big garden from the total number of seeds.

Starting with 52 seeds, we subtract the 40 seeds planted in the big garden:
$ 52 - 40 = 12 $

Now, we know there are 12 seeds remaining. Bianca planted 2 seeds in each of her small gardens. To find out how many small gardens she had, we need to divide the remaining seeds by 2.

Dividing the remaining 12 seeds by 2:
$ \frac{12}{2} = 6 $

So, Bianca had 6 small gardens.

#### Answer: 6"
In fourth grade there were number0 students at the start of the year . During the year number1 students left and number2 new students came to school . How many students were in fourth grade at the end ?,"[10,4,42]","[-,+,number0,number2,number1]",48,"[4,5,6,16,17,18,20,21,22,35,36,37]",In fourth grade there were number0 students at the start of the year . During the year number1 students left and number2 new students came to school .,How many students were in fourth grade at the end ?,,[],525,"To find the number of students in fourth grade at the end of the year, we need to subtract the number of students who left during the year from the number of students who came to the school.

Number of students at the start of the year = 10
Number of students who left during the year = 4
Number of new students who came to the school = 42

To find the number of students at the end of the year, we can subtract the number of students who left from the number of students at the start of the year and then add the number of new students who came to the school.

Number of students at the end of the year = (Number of students at the start of the year - Number of students who left) + Number of new students who came to the school

Number of students at the end of the year = (10 - 4) + 42

Calculating the expression inside the parentheses first:
Number of students at the end of the year = 6 + 42

Adding the two numbers together:
Number of students at the end of the year = 48

Therefore, there were 48 students in fourth grade at the end of the year.
####48"
Johnny practiced for the track team and ran number0 laps per minute . How many minutes did it take Johnny to run number1 laps ?,"[3,10]","[/,number1,number0]","3,33333","[7,8,9,21,22,23,21,22,23]",Johnny practiced for the track team and ran number0 laps per minute .,How many minutes did it take Johnny to run number1 laps ?,,[],527,"Hello! I'd be happy to help you with that math problem.

To find out how many minutes it took Johnny to run 10 laps, we can use a simple calculation. We know that Johnny ran 3 laps per minute. So, if we divide the total number of laps (10) by the number of laps he ran per minute (3), we can determine the number of minutes it took.

Let's do the calculation:

$ 10 \div 3 = 3.3333... $

Since we can't have a fraction of a minute, we can round up to the nearest whole number. So, it took Johnny approximately 4 minutes to run 10 laps.

####"
"Melanie bought a Batman game for number0 , a strategy game for number1 , and a Superman game for number2 . Melanie already owns number3 games . How much did Melanie spend on video games ?","[6,95,7,9,7,73,4]","[+,+,number0,number1,number2]","22,58","[6,7,8,13,14,15,21,22,23,26,27,28,35,36,37]","Melanie bought a Batman game for number0 , a strategy game for number1 , and a Superman game for number2 . Melanie already owns number3 games .",How much did Melanie spend on video games ?,,[],549,"To find out how much Melanie spent on video games, we need to add up the prices of the Batman game, the strategy game, and the Superman game. 

The price of the Batman game is 6 , the price of the strategy game is 95 , and the price of the Superman game is 7 . 

To find the total amount Melanie spent, we add up these three prices: 6 + 95 + 7 = 108 . 

Melanie spent 108 on video games. 

#### 108"
"Cody bought number0 boxes of chocolate candy and number1 boxes of caramel candy . If each box has number2 pieces inside it , how much candy did he have total ?","[7,3,8]","[*,number2,+,number0,number1]",80,"[1,2,3,7,8,9,17,18,19,27,28,29]","Cody bought number0 boxes of chocolate candy and number1 boxes of caramel candy . If each box has number2 pieces inside it ,",how much candy did he have total ?,,[],556,"Cody bought 7 boxes of chocolate candy, each containing 8 pieces. So, the total chocolate candies he got is $7 \times 8 = 56$ pieces.

Additionally, he bought 3 boxes of caramel candy, each containing 8 pieces. Therefore, the total caramel candies he got is $3 \times 8 = 24$ pieces.

To find the total candy he has, add the chocolate and caramel candies together:

$56$ (chocolate) $ + 24$ (caramel) $= 80$ total pieces of candy.
####80####
"
"A neighborhood grocer sells a mix of chocolate and carob candy . The chocolate cost number0 dollars a pound and the carob costs number1 dollars a pound . If number2 pounds of the chocolate and number3 pounds of the carob candy are used , what is the cost per pound of the mixture in dollars ?","[2,7,2,55,20,40]","[/,+,*,number0,number2,*,number1,number3,+,number2,number3]","2,6","[14,15,16,22,23,24,28,29,30,34,35,36,52,53,54]","A neighborhood grocer sells a mix of chocolate and carob candy . The chocolate cost number0 dollars a pound and the carob costs number1 dollars a pound . If number2 pounds of the chocolate and number3 pounds of the carob candy are used ,",what is the cost per pound of the mixture in dollars ?,,[],558,"To find the cost per pound of the mixture, we need to calculate the total cost and the total weight of the mixture. We can do this by finding the cost of the chocolate and carob separately and then adding them together. Let's calculate it step by step:

1. Cost of 2 pounds of chocolate:
   The cost of 1 pound of chocolate is $2, so the cost of 2 pounds of chocolate is $2 * 2 = $4.

2. Cost of 55 pounds of carob candy:
   The cost of 1 pound of carob candy is $7, so the cost of 55 pounds of carob candy is $7 * 55 = $385.

3. Total cost of the mixture:
   The total cost of the mixture is the sum of the cost of chocolate and carob candy, so it is $4 + $385 = $389.

4. Total weight of the mixture:
   The total weight of the mixture is the sum of the weight of chocolate and carob candy, so it is 2 pounds + 55 pounds = 57 pounds.

5. Cost per pound of the mixture:
   To find the cost per pound of the mixture, we divide the total cost by the total weight, so it is $389 / 57 pounds.

Now, let's calculate the cost per pound of the mixture:

$389 / 57 pounds = $6.82 (rounded to two decimal places)

So, the cost per pound of the mixture is $6.82.

####6.82"
My car gets number0 miles per gallon . How many miles can I drive on number1 gallons of gas ?,"[20,5]","[*,number0,number1]",100,"[2,3,4,14,15,16,16,17,18]",My car gets number0 miles per gallon .,How many miles can I drive on number1 gallons of gas ?,,[],559,"Hello! I'd be delighted to assist you with your math question. Let's start by calculating how many miles you can drive on one gallon of gas. To do this, we'll divide the number of miles per gallon by the number of gallons:

$ 20 \div 1 = 20 $

So, you can drive 20 miles on one gallon of gas. 

Now, to find out how many miles you can drive on 5 gallons of gas, we'll multiply the number of miles per gallon by the number of gallons:

$ 20 \times 5 = 100 $

Therefore, you can drive 100 miles on 5 gallons of gas. 

I hope that makes sense! If you have any more questions or need further assistance, please let me know."
"On Friday , Sam spent number0 pennies on ice cream . The next day , Sam spent number1 dimes on baseball cards . All in all , how much money did Sam spend ?","[2,12]","[+,*,number0,0.01,*,number1,0.1]","1,22","[4,5,6,16,17,18,30,31,32]","On Friday , Sam spent number0 pennies on ice cream . The next day , Sam spent number1 dimes on baseball cards . All in all ,",how much money did Sam spend ?,,[],562,"To find out how much money Sam spent in total, we need to add up the amounts spent on ice cream and baseball cards.

1. Sam spent 2 pennies on ice cream. Since there are 10 pennies in a dime, we need to convert the pennies into dimes:
   $2 \text{ pennies} = \dfrac{2}{10} \text{ dimes} = 0.2 \text{ dimes}$

2. Sam spent 12 dimes on baseball cards.

Now, we can add the amounts spent on ice cream and baseball cards to find the total amount Sam spent:

$0.2 \text{ dimes} + 12 \text{ dimes} = 12.2 \text{ dimes}$

So, Sam spent a total of 12.2 dimes.

#### 12.2"
There are number0 walnut trees currently in the park . Park workers will plant number1 more walnut trees today . How many walnut trees will the park have when the workers are finished ?,"[33,44]","[+,number0,number1]",77,"[1,2,3,15,16,17,32,33,34]",There are number0 walnut trees currently in the park . Park workers will plant number1 more walnut trees today .,How many walnut trees will the park have when the workers are finished ?,,[],565,"To find the total number of walnut trees in the park after the workers finish planting, we need to add the initial number"
Haley was planting vegetables in her garden . She started with number0 seeds and planted number1 of them in the big garden and in each of her small gardens put number2 seeds each . How many small gardens did Haley have ?,"[56,35,3]","[/,-,number0,number1,number2]",7,"[10,11,12,14,15,16,29,30,31,38,39,40]",Haley was planting vegetables in her garden . She started with number0 seeds and planted number1 of them in the big garden and in each of her small gardens put number2 seeds each .,How many small gardens did Haley have ?,,[],566,"Hello there! I'd be happy to help you with your math question. Let's break it down step by step.

Haley started with 56 seeds. She planted 35 of them in the big garden and put 3 seeds each in the small gardens.

To find the number of small gardens, we can subtract the number of seeds planted in the big garden from the total number of seeds, and then divide the remaining seeds by the number of seeds planted in each small garden.

The number of seeds remaining after planting in the big garden is $56 - 35$.

Now, let's divide the remaining seeds by the number of seeds planted in each small garden, which is 3.

So, the number of small gardens Haley has can be calculated as $(56 - 35) / 3$.

Calculating this, we get ####.

Therefore, Haley has #### small gardens."
"There were number0 friends playing a video game online when number1 more players joined the game . If each player had number2 lives , how many lives did they have total ?","[8,2,6]","[*,number2,+,number0,number1]",60,"[1,2,3,9,10,11,20,21,22,28,29,30]","There were number0 friends playing a video game online when number1 more players joined the game . If each player had number2 lives ,",how many lives did they have total ?,,[],569,"First, we'll calculate the initial number of lives for the 8 friends playing the video game.

Initial lives per player = 6 lives/player
Number of players = 8

Total initial lives = Initial lives per player × Number of players

Total initial lives = $6 \times 8$

Now, we need to calculate the number of lives the 2 new players brought to the game.

Lives per new player = 6 lives/player
Number of new players = 2

Total lives from new players = Lives per new player × Number of new players

Total lives from new players = $6 \times 2$

Now, we'll find the total number of lives after the 2 new players joined the game by adding the total initial lives and the total lives from new players.

Total lives after new players joined = Total initial lives + Total lives from new players

Total lives after new players joined = $6 \times 8 + 6 \times 2$

Now, let's simplify this expression step by step:

Total lives after new players joined = $48 + 12$

Now, perform the addition:

Total lives after new players joined = $60

So, the total number of lives they had after the 2 new players joined the game was 60 lives.
####
60"
Paige was unboxing some of her old winter clothes . She found number0 boxes of clothing and inside each box there were number1 scarves and number2 mittens . How many pieces of winter clothing did Paige have total ?,"[6,5,5]","[*,number0,+,number1,number1]",60,"[11,12,13,21,22,23,24,25,26,35,36,37]",Paige was unboxing some of her old winter clothes . She found number0 boxes of clothing and inside each box there were number1 scarves and number2 mittens .,How many pieces of winter clothing did Paige have total ?,,[],38,"To find the total number of pieces of winter clothing Paige has, we need to multiply the number of boxes by the number of scarves and mittens in each box. 

First, we find the total number of scarves by multiplying the number of boxes (6) by the number of scarves in each box (5): $6 \times 5 = 30$ scarves.

Next, we find the total number of mittens by multiplying the number of boxes (6) by the number of mittens in each box (5): $6 \times 5 = 30$ mittens.

To find the total number of pieces of winter clothing,"
"Gwen was organizing her book case making sure each of the shelves had exactly number0 books on it . If she had number1 shelves of mystery books and number2 shelves of picture books , how many books did she have total ?","[4,5,3]","[*,number0,+,number1,number2]",32,"[13,14,15,21,22,23,27,28,29,38,39,40]","Gwen was organizing her book case making sure each of the shelves had exactly number0 books on it . If she had number1 shelves of mystery books and number2 shelves of picture books ,",how many books did she have total ?,,[],43,"Gwen has 5 shelves of mystery books and 3 shelves of picture books. We need to find the total number of books she has.

Since each shelf has exactly 4 books on it, the number of mystery books can be found by multiplying the number of mystery shelves by 4. Similarly, the number of picture books can be found by multiplying the number of picture shelves by 4.

Number of mystery books = 5 shelves * 4 books/shelf = 20 books
Number of picture books = 3 shelves * 4 books/shelf = 12 books

To find the total number of books, we can add the number of mystery books and the number of picture books.

Total number of books = Number of mystery books + Number of picture books = 20 books + 12 books = 32 books

Therefore, Gwen has a total of 32 books.

####"
Bridget weighs number0 pounds . Martha weighs number1 pounds . How much heavier is Bridget than Martha ?,"[39,2]","[-,number0,number1]",37,"[1,2,3,6,7,8,14,15,16]",Bridget weighs number0 pounds . Martha weighs number1 pounds .,How much heavier is Bridget than Martha ?,,[],47," Here is a step-by-step solution to the math problem:

```
Bridget weighs 39 pounds .
Martha weighs 2 pounds . 
```

$Bridget = 39$

$Martha = 2$

To find how much heavier Bridget is than Martha, we subtract:

$Bridget - Martha$

$39 - 2 = 37$

####37####"
For Halloween Bianca received number0 pieces of candy . She ate number1 pieces then placed the rest into piles with number2 in each pile . How many piles could she make ?,"[78,30,8]","[/,-,number0,number1,number2]",6,"[3,4,5,10,11,12,19,20,21,28,29,30]",For Halloween Bianca received number0 pieces of candy . She ate number1 pieces then placed the rest into piles with number2 in each pile .,How many piles could she make ?,,[],48," Here is the step-by-step solution for the given math problem:

```
Bianca received 78 pieces of candy for Halloween.
$78$

She ate 30 pieces of candy.
$78 - 30 = 48$

Then she placed the remaining 48 pieces of candy into piles with 8 pieces in each pile.
$48 ÷ 8 = 6$

So she could make 6 piles with 8 pieces in each pile.

####6
```"
There are number0 pencils in the drawer . Sara placed number1 pencils in the drawer . How many pencils are now there in all ?,"[115,100]","[+,number0,number1]",215,"[1,2,3,9,10,11,21,22,23]",There are number0 pencils in the drawer . Sara placed number1 pencils in the drawer .,How many pencils are now there in all ?,,[],49," ```
There were originally 115 pencils in the drawer.
Sara then placed 100 additional pencils in the drawer. 
$115 + 100 = 215$
####215
```"
"While playing at the arcade , Luke won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he was trying to buy candy that cost number2 tickets a piece , how many could he buy ?","[2,13,3]","[/,+,number0,number1,number2]",5,"[7,8,9,16,17,18,33,34,35,41,42,43]","While playing at the arcade , Luke won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he was trying to buy candy that cost number2 tickets a piece ,",how many could he buy ?,,[],50,"To find out how many candies Luke can buy, we need to determine how many tickets he has in total and then divide that number by the cost of each candy.

Luke won 2 tickets playing 'whack a mole' and 13 tickets playing 'skee ball'. To find the total number of tickets he has:

Total tickets = 2 (from 'whack a mole') + 13 (from 'skee ball') = 15 tickets.

Now, we need to find out how many candies Luke can buy. Since each candy costs 3 tickets, we can use division to calculate the number of candies:

Number of candies = Total tickets / Cost per candy = 15 tickets / 3 tickets per candy = 5 candies.

So, Luke can buy 5 candies.

####5####"
A box of books weighs number0 pounds . Each book weighs number1 pounds . How many books are there in the box ?,"[42,3]","[/,number0,number1]",14,"[4,5,6,10,11,12,19,20,21]",A box of books weighs number0 pounds . Each book weighs number1 pounds .,How many books are there in the box ?,,[],52,"To find the number of books in the box, we can use the information given:

1. The total weight of the box of books is 42 pounds.
2. Each book weighs 3 pounds.

Let's represent the number of books as ""$B$.""

The total weight of the books can be calculated by multiplying the number of books by the weight of each book:

$B \times 3$ pounds

According to the problem, the total weight of the box of books is 42 pounds. Therefore, we can set up an equation:

$B \times 3 = 42$

To solve for $B$, we can divide both sides of the equation by 3:

$\frac{B \times 3}{3} = \frac{42}{3}$

Simplifying:

$B = 14$

So, there are 14 books in the box.

#### 14"
"At lunch a waiter had number0 customers and number1 of them did n't leave a tip . If he got number2 each from the ones who did tip , how much money did he earn ?","[10,5,3]","[*,number2,-,number0,number1]",15,"[4,5,6,7,8,9,20,21,22,33,34,35]","At lunch a waiter had number0 customers and number1 of them did n't leave a tip . If he got number2 each from the ones who did tip ,",how much money did he earn ?,,[],54,"The waiter had 10 customers, and 5 of them didn't leave a tip. This means that 10 - 5 = 5 customers left a tip.
He received 3 each from the customers who left a tip, so he earned 5 * 3 = 15 dollars from those customers.
Therefore, the waiter earned 15 dollars. 
#### 15"
A pet store had number0 puppies . In one day they sold number1 of them and put the rest into cages with number2 in each cage . How many cages did they use ?,"[88,34,6]","[/,-,number0,number1,number2]",9,"[3,4,5,11,12,13,21,22,23,30,31,32]",A pet store had number0 puppies . In one day they sold number1 of them and put the rest into cages with number2 in each cage .,How many cages did they use ?,,[],58,"  #### $8$

If the pet store had $88$ puppies and sold $34$ of them, that means $88 - 34 = 54$ puppies remained. 

To figure out how many cages they used, we need to know how many puppies fit in each cage. The problem states that $6$ puppies fit in each cage.

Since $54$ puppies remained and $6$ fit in each cage, we can divide $54$ puppies by $6$ puppies per cage to find the number of cages needed:

$54 \div 6 = 9$

But the problem asks for the number of cages used, not remaining. Since $34$ puppies were sold, those puppies also needed cages. So we add the number of cages for the puppies sold:

$9 + (\frac{34}{6}) = 9 + 6 = $  $\boxed{8}$ cages"
Paula 's aunt gave her number0 to spend on clothes at the mall . She bought number1 shirts that cost number2 each and a pair of pants that cost number3 . How much money does Paula have left to buy more clothes ?,"[109,2,11,13]","[-,number0,+,*,number1,number2,number3]",74,"[5,6,7,16,17,18,21,22,23,31,32,33,42,43,44]",Paula 's aunt gave her number0 to spend on clothes at the mall . She bought number1 shirts that cost number2 each and a pair of pants that cost number3 .,How much money does Paula have left to buy more clothes ?,,[],573,"Of course! Let's solve the math problem step by step.

First, let's calculate the total cost of the shirts. Since Paula bought 2 shirts that cost $11 each, we can multiply the cost of one shirt by the number of shirts: $11 * 2 = 22.

Next, let's calculate the cost of the pants. The pair of pants costs $13.

To find out how much money Paula spent in total, we need to add the cost of the shirts and pants together. So, $22 + $13 = 35.

Now, we can determine how much money Paula has left. Since she initially had $109, we can subtract the total cost of her purchases: $109 - $35 = 74.

So, Paula has $74 left to buy more clothes.

####"
"Paige 's team won their dodgeball game and scored number0 points total . If Paige scored number1 of the points and everyone else scored number2 points each , how many players were on her team ?","[41,11,6]","[/,-,number0,number1,number2]",5,"[8,9,10,15,16,17,23,24,25,32,33,34]","Paige 's team won their dodgeball game and scored number0 points total . If Paige scored number1 of the points and everyone else scored number2 points each ,",how many players were on her team ?,,[],578,"Let's call the number of players on Paige's team ""P."" Paige scored 11 points, and everyone else scored 6 points each. So, we can create an equation based on the information given:

11 (points Paige scored) + 6 (points each for the other players) * (P - 1) (since Paige is one of the players) = 41 (total points).

Now, we can solve for P:

11 + 6(P - 1) = 41

First, we can distribute 6 to both terms inside the parentheses:

11 + 6P - 6 = 41

Next, let's isolate the term with P:

6P = 41 - 11 + 6

Now, perform the arithmetic:

6P = 36

Finally, divide both sides by 6 to find the number of players (P):

P = 36 / 6

P = 6

So, there were 6 players on Paige's team.
####6"
For Halloween Emily received number0 pieces of candy . She ate number1 pieces then placed the rest into piles with number2 in each pile . How many piles could she make ?,"[54,33,7]","[/,-,number0,number1,number2]",3,"[3,4,5,10,11,12,19,20,21,28,29,30]",For Halloween Emily received number0 pieces of candy . She ate number1 pieces then placed the rest into piles with number2 in each pile .,How many piles could she make ?,,[],599," ```
$ Emily received 54 pieces of candy .$

$She ate 33 pieces .$

$So she had 54 - 33 = 21 pieces left .$

$She wanted to place the remaining pieces into piles with 7 in each pile .$

$To find out how many piles she could make , we divide the remaining pieces by 7 .$

$21 ÷ 7 = 3 piles .$

####$3$####
```"
"A worksheet had number0 problems on it . If a teacher had number1 worksheets to grade and had already graded number2 of them , how many more problems does she have to grade ?","[3,15,7]","[*,number0,-,number1,number2]",24,"[2,3,4,11,12,13,19,20,21,30,31,32]","A worksheet had number0 problems on it . If a teacher had number1 worksheets to grade and had already graded number2 of them ,",how many more problems does she have to grade ?,,[],606,"To find out how many more problems the teacher has to grade, we can first calculate the total number of problems in all the worksheets and then subtract the number of problems she has already graded.

1. Number of problems on each worksheet: 3 problems.
2. Total number of worksheets: 15 worksheets.
3. Number of worksheets already graded: 7 worksheets.

Now, let's calculate the total number of problems in all the worksheets:
Total problems = Number of problems per worksheet × Total number of worksheets
Total problems = 3 problems/worksheet × 15 worksheets

Total problems = 45 problems

Now, we need to find out how many more problems the teacher has to grade, which is the total number of problems minus the problems already graded:
More problems to grade = Total problems - Problems already graded
More problems to grade = 45 problems - 7 problems

More problems to grade = 38 problems

So, the teacher has 38 more problems to grade.
####
38"
Carla has some marbles . She bought number0 marbles . Now she has number1 marbles . How many did she start with ?,"[134,187]","[-,number1,number0]",53,"[6,7,8,12,13,14,19,20,21]",Carla has some marbles . She bought number0 marbles . Now she has number1 marbles .,How many did she start with ?,,[],641,"Let's assume that Carla started with a certain number of marbles. After buying 134 marbles, she now has a total of 187 marbles. To find out how many marbles she started with, we can subtract the number of marbles she bought from the total number of marbles she currently has.

Let's represent the initial number of marbles Carla had as ""x"". We can then set up the following equation:

x - 134 = 187

To solve for x, we need to isolate it on one side of the equation. We can do this by adding 134 to both sides:

x - 134 + 134 = 187 + 134

Simplifying, we get:

x = 321

Therefore, Carla started with 321 marbles.

####"
