question,answer
"There are 17 students trying out for the school 's trivia teams . If 5 of them did n't get picked for the team and the rest were put into 3 groups , how many students would be in each group ?","Hello! I'd be happy to help you with your math question. Let's break it down step by step.

First, we have 17 students trying out for the school's trivia teams. Out of these 17 students, 5 didn't get picked for the team. To find out how many students got picked for the team, we can subtract the 5 students who didn't get picked from the total number of students.

17 - 5 = <<17 - 5 = 12>> 12

Now, we know that 12 students got picked for the team. These 12 students are then divided into 3 groups. To find out how many students are in each group, we can divide the total number of students by the number of groups.

12 / 3 = <<12 / 3 = 4>> 4

So, there would be 4 students in each group.

#### 4"
"Dave bought 12 boxes of chocolate candy and gave 5 to his little brother . If each box has 3 pieces inside it , how many pieces did Dave still have ?","Dave initially bought 12 boxes of chocolate candy, and we need to calculate how many pieces he still had after giving 5 boxes to his little brother. Each box contains 3 pieces.

1. Dave bought 12 boxes of chocolate candy: <<12>>
2. He gave 5 boxes to his little brother: 12 - 5 = <<12 - 5 = 7>> 7
3. Each box contains 3 pieces, so to find the total number of pieces in the 7 boxes Dave still has, we multiply 7 by 3: 7 * 3 = <<7 * 3 = 21>> 21

Dave still had 21 pieces of chocolate candy after giving 5 boxes to his little brother.
#### 21"
There are 46 rulers in the drawer . Tim took 25 rulers from the drawer . How many rulers are now in the drawer ?," >>46 - 25 = <<>>46 - 25 = 21<<>> 21<<  
#### 21"
"Mike worked 3 hours , each day , for 5 days . How many hours did he work in total ?"," 

3*5= <<3*5=15>>15

Mike worked 3 hours each day for 5 days. Therefore, he worked 3 hours multiplied by 5 days, which is 3*5= <<3*5=15>>15 hours total.  

#### 15"
"There school 's baseball team had 4 new players and 6 returning players . If the coach put them into groups with 5 players in each group , how many groups would there be ?","To find out how many groups of 5 players can be formed with 4 new players and 6 returning players, we need to divide the total number of players by the number of players in each group.

Total number of players = 4 new players + 6 returning players = 4 + 6 = 10 players

Now, we'll divide the total number of players by the number of players in each group:

10 / 5 = <<10 / 5 = 2>> 2

So, there would be 2 groups of 5 players each.

#### 2"
Connie has 323 marbles . Juan has 175 more marbles than Connie . How many marbles does Juan have ?,"Connie has 323 marbles, and Juan has 175 more marbles than Connie. To find out how many marbles Juan has, you can add 323 and 175 together.

323 + 175 = <<323 + 175 = 498>> 498

Juan has 498 marbles.

#### 498"
Sandy grew 6 carrots . Sam grew 3 carrots . How many carrots did they grow in total ?,"To find out how many carrots Sandy and Sam grew in total, you simply need to add the number of carrots each of them grew.

Sandy grew 6 carrots, and Sam grew 3 carrots. To calculate the total number of carrots, you can add these two numbers together:

6 + 3 = <<6 + 3 = 9>> 9

So, Sandy and Sam grew a total of 9 carrots.

#### 9"
Angela has 11 tickets . Annie gives Angela 4 more . How many tickets does Angela have in all ?,"Angela starts with 11 tickets. Annie gives her 4 more tickets. To find out how many tickets Angela has in total, we can add the number of tickets she started with to the number of tickets she received from Annie.

Starting with 11 tickets, Angela receives 4 more tickets.

 11 + 4 = << 11 + 4 = 15 >> 15 

Therefore, Angela has a total of 15 tickets.

#### 15"
Debby bought two coloring books . One had 16 pictures and the other had 40 . After one week she had already colored 33 of the pictures . How many pictures does she still have to color ?,"Debby bought two coloring books, one with 16 pictures and the other with 40 pictures. After coloring 33 pictures, we want to find out how many pictures she still has to color.

To find this, we'll simply add up the number of pictures in both books and then subtract the pictures she has already colored.

16 + 40 = <<16 + 40 = 56>> 56 (Total pictures in both books)

Now, we'll subtract the pictures Debby has already colored:

56 - 33 = <<56 - 33 = 23>> 23

So, Debby still has to color 23 pictures.

#### 23"
William has 2 bottle caps . He buys 41 more . How many bottle caps does William have in all ?,"William starts with 2 bottle caps and then buys 41 more. To find out how many bottle caps he has in all, you simply add the number of caps he started with to the number he bought.

So, 2 + 41 = <<2 + 41 = 43>> 43.

William has 43 bottle caps in all.

#### 43"
"Rose has 9 apples and 12 erasers . If she shares the apples among 3 friends , how many apples does each friend get ?","To find out how many apples each friend gets, we can divide the total number of apples (9) by the number of friends (3). 

So, 9 / 3 = <<9 / 3 = 3>> 3. 

Each friend gets 3 apples.

#### 3"
"A waiter had 33 customers to wait on . If 31 customers left and he got another 26 customers , how many customers would he have ?","Initially, the waiter had 33 customers. When 31 customers left, he was left with  33 - 31 = << 33 - 31 = 2 >> 2  customers. After getting 26 more customers, he would have  2 + 26 = << 2 + 26 = 28 >> 28  customers.

#### 28"
Martha starts with 3 cards . She gets 76 more from Emily . How many cards does Martha end with ?,"To find out how many cards Martha ends with, we need to add the number of cards she starts with to the number of cards she gets from Emily.

Martha starts with 3 cards, so we have <<3>>.

Martha gets 76 more cards from Emily, so we add 76 to the number of cards Martha starts with: 3 + 76 = <<3 + 76 = 79>> 79.

Therefore, Martha ends with 79 cards.

#### 79"
She counted her crayons and found out that she has 80 crayons which she will place in crayon boxes . Every box can contain 8 crayons . How many boxes does she need ?,"To find out how many boxes she needs to place 80 crayons, we can use division. We'll divide the total number of crayons by the number of crayons each box can contain.

80 / 8 = <<80 / 8 = 10>> 10

So, she will need 10 boxes to place her 80 crayons.

#### 10"
"Mary , Sam , Keith , and Alyssa each have 6 baseball cards . How many baseball cards do they have in all ?","Each person has 6 baseball cards, and there are 4 people in total. To find out how many baseball cards they have in all, we can multiply the number of baseball cards each person has by the number of people.

 6 * 4 = << 6 * 4 = 24 >> 24 

Therefore, they have a total of 24 baseball cards. 

#### 24"
"While playing at the arcade , Frank won 33 tickets playing ' whack a mole ' and 9 tickets playing ' skee ball ' . If he was trying to buy candy that cost 6 tickets a piece , how many could he buy ?","To find out how many candies Frank can buy with the tickets he won, we need to add the number of tickets he won playing 'whack a mole' and 'skee ball' and then divide that total by the cost of each candy.

Step 1: Calculate the total number of tickets Frank won.
33>> (tickets from 'whack a mole') + <<9>> (tickets from 'skee ball') = <<33>> (tickets from 'whack a mole') + <<9>> (tickets from 'skee ball') = <<33 + 9 = 42>> <<33 + 9 = 42.

Step 2: Determine how many candies Frank can buy.
We'll divide the total number of tickets Frank won by the cost of each candy, which is <<6>> tickets per candy.
42>> (total tickets won) / <<6>> (tickets per candy) = <<42>> (total tickets won) / <<6>> (tickets per candy) = <<42 / 6 = 7>> <<42 / 6 = 7.

So, Frank can buy 7 candies.

#### 7"
Keith grew 6 turnips . Alyssa grew 9 turnips . How many turnips did they grow in all ?,"To find the total number of turnips Keith and Alyssa grew in all, we need to add the number of turnips each of them grew.

Keith grew 6 turnips.
Alyssa grew 9 turnips.

To find the total, we add these two numbers together:

 6 + 9 = << 6 + 9 = 15 >> 15 

Therefore, Keith and Alyssa grew a total of 15 turnips in all.
#### 15"
Sally has 6 blue balloons . Fred has 3 times more blue balloons than Sally . How many blue balloons does Fred have now ?,"Sally has 6 blue balloons.

Fred has 3 times more blue balloons than Sally.

To find out how many blue balloons Fred has, we can multiply the number of blue balloons Sally has by 3.

 6 * 3 = << 6 * 3 = 18 >> 18 

So, Fred has 18 blue balloons.

#### 18"
"Each child has 5 bottle caps . If there are 9 children , how many bottle caps are there in total ?","Each child has 5 bottle caps. To find the total number of bottle caps, we can multiply the number of children by the number of bottle caps each child has. 

So, for 9 children, the total number of bottle caps would be 9 multiplied by 5.

 9 * 5 = << 9 * 5 = 45 >> 45 

Therefore, there are 45 bottle caps in total. 

#### 45"
Nancy has 7 black balloons . Mary has 4 times more black balloons than Nancy . How many black balloons does Mary have now ?,"Nancy has 7 black balloons, and Mary has 4 times more black balloons than Nancy. To find out how many black balloons Mary has, we can simply multiply Nancy's 7 black balloons by 4.

7 * 4 = <<7 * 4 = 28>> 28

So, Mary has 28 black balloons.

#### 28"
"The school cafeteria ordered 25 red apples and 17 green apples for students lunches . But , if only 10 students wanted fruit , how many extra did the cafeteria end up with ?","To find out how many extra apples the cafeteria ended up with, we can start by calculating the total number of apples they ordered and then subtracting the number of apples the 10 students wanted.

Step 1: Calculate the total number of apples ordered.
25>> (red apples) + <<17>> (green apples) = <<25>> (red apples) + <<17>> (green apples) = <<42>> <<42 apples

Step 2: Calculate how many extra apples they have.
42>> (total apples) - <<10>> (apples for the 10 students) = <<42>> (total apples) - <<10>> (apples for the 10 students) = <<32>> <<32 extra apples

So, the cafeteria ended up with 32 extra apples.
#### 32"
"While playing a trivia game , Mike answered 3 questions correct in the first half and 5 questions correct in the second half . If each question was worth 3 points , what was his final score ?","To find Mike's final score, we can calculate the total number of points he earned in the first half and the second half and then add them together.

In the first half, Mike answered 3 questions correctly, and each question is worth 3 points. So, in the first half, he earned:

3 * 3 = <<3 * 3 = 9>> 9 points.

In the second half, Mike answered 5 questions correctly, and each question is also worth 3 points. So, in the second half, he earned:

5 * 3 = <<5 * 3 = 15>> 15 points.

Now, we can add the points earned in the first half and the points earned in the second half to find his final score:

9 + 15 = <<9 + 15 = 24>> 24 points.

So, Mike's final score is 24 points.

#### 24"
Brenda starts with 7 Skittles . She buys 8 more . How many Skittles does Brenda end with ?,"Brenda starts with 7 Skittles. She buys 8 more Skittles. To find out how many Skittles Brenda ends with, we need to add the number of Skittles she starts with to the number of Skittles she buys.

Starting with 7 Skittles, we add 8 Skittles that she buys.

 7 + 8 = << 7 + 8 = 15 >> 15 

Therefore, Brenda ends with 15 Skittles.

#### 15"
"Martha has 2 peanuts . Joyce has 26 peanuts . If Joyce gives all of her peanuts to Martha , how many peanuts will Martha have ?","Martha starts with 2 peanuts, and Joyce has 26 peanuts. When Joyce gives all her peanuts to Martha, we can simply add the number of peanuts Martha had to the number Joyce had. This is because Martha receives all of Joyce's peanuts, so we can add the quantities.

2 + 26 = <<2 + 26 = 28>> 28

Martha will have 28 peanuts.

#### 28"
"If your gross pay is 450 dollars , while your net pay is 315 dollars , how much do you pay in taxes ? Assume that all tax dollars are not included in net pay .","To find out how much you pay in taxes, you can subtract your net pay from your gross pay. This will give you the amount of taxes you paid.

<< Gross Pay - Net Pay = Taxes

>> 450 - 315 = Taxes

Now, let's calculate this:

<< 450 - 315 = 135

So, you pay >>135 in taxes.

#### 135"
"Sam was collecting cans for recycling . On Saturday he filled 3 bags up and on Sunday he filled 4 more bags . If each bag had 9 cans in it , how many cans did he pick up total ?","To find out how many cans Sam picked up in total, we need to calculate the number of cans in each bag on both Saturday and Sunday, and then add those amounts together.

1. On Saturday, Sam filled 3 bags, and each bag had 9 cans:
   3 * 9 = <<3 * 9 = 27>> 27 cans on Saturday.

2. On Sunday, he filled 4 more bags, and each bag also had 9 cans:
   4 * 9 = <<4 * 9 = 36>> 36 cans on Sunday.

Now, we add the number of cans on Saturday and Sunday to find the total:
27 + 36 = <<27 + 36 = 63>> 63

So, Sam picked up a total of 63 cans.
#### 63"
Nancy was planting vegetables in her garden . She started with 52 seeds and planted 28 of them in the big garden and in each of her small gardens put 4 seeds each . How many small gardens did Nancy have ?,"Nancy started with 52 seeds and planted 28 of them in the big garden. To find out how many small gardens Nancy has, we need to figure out how many seeds are left after planting in the big garden. 

We can calculate this by subtracting the seeds planted in the big garden from the total number of seeds:

52 - 28 = <<52 - 28 = 24>> 24

Nancy had 24 seeds left after planting in the big garden. Each small garden was planted with 4 seeds. To find out how many small gardens Nancy has, we can divide the number of seeds left by the number of seeds planted in each small garden:

24 / 4 = <<24 / 4 = 6>> 6

Nancy had 6 small gardens.

#### 6"
"Wendy picked 103 flowers for her friend ’ s wedding . She was making bouquets with 8 flowers in each one . If 47 of the flowers wilted before the wedding , how many bouquets could she still make ?","To find out how many bouquets Wendy can still make, we'll follow these steps:

1. Start with the total number of flowers Wendy picked, which is 103.
2. Subtract the number of flowers that wilted before the wedding, which is 47.
3. Divide the remaining number of flowers by the number of flowers in each bouquet, which is 8.

Let's do the calculations step by step:

1. Total number of flowers Wendy picked = 103
2. Number of flowers that wilted before the wedding = 47
3. Remaining number of flowers after wilting = 103 - 47
4. Number of bouquets Wendy can make = (103 - 47) / 8

Now, let's calculate:

3. Remaining number of flowers after wilting = 103 - 47 = 56
4. Number of bouquets Wendy can make = 56 / 8

Now, divide 56 by 8 to find the number of bouquets:

 56 / 8 = << 56 / 8 = 7 >> 7 

So, Wendy can still make 7 bouquets.

#### 7"
"A book store had 41 books in the bargin bin . If they sold 33 books , but then put 2 more in the bin , how many books would be in the bin ?","The bookstore initially had 41 books in the bargain bin. They sold 33 books and then added 2 more.

To find the total number of books in the bin after selling and adding, we can start by subtracting the number of books sold from the initial quantity:

41 - 33 = <<41 - 33 = 8>> 8

Then, we add the 2 more books put into the bin:

8 + 2 = <<8 + 2 = 10>> 10

Therefore, there would be 10 books in the bin.

#### 10"
There are 34 dogwood trees currently in the park . Park workers will plant 49 more dogwood trees today . How many dogwood trees will the park have when the workers are finished ?,"To find out how many dogwood trees the park will have after the workers plant 49 more, you need to add the number of trees they will plant to the current number of trees.

Current number of dogwood trees in the park: 34
Number of dogwood trees workers will plant today: 49

To find the total number of dogwood trees, add the current number to the number being planted:
34 + 49 = <<34 + 49 = 83>> 83

So, the park will have 83 dogwood trees when the workers are finished.

#### 83"
"Sara grew 4 onions , Sally grew 5 onions , and Fred grew 9 onions . How many onions did they grow in all ?","To find the total number of onions that Sara, Sally, and Fred grew, we need to add up the number of onions each of them grew.

Sara grew 4 onions.
Sally grew 5 onions.
Fred grew 9 onions.

To find the total, we add these numbers together:

4 + 5 + 9 = <<4 + 5 + 9 = 18>> 18

Therefore, Sara, Sally, and Fred grew a total of 18 onions in all.
#### 18"
Lucy went to the grocery store . She bought 12 packs of cookies and 16 packs of noodles . How many packs of groceries did she buy in all ?,"To find out how many packs of groceries Lucy bought in total, we need to add the number of packs of cookies and the number of packs of noodles.

Lucy bought 12 packs of cookies and 16 packs of noodles.

To find the total number of packs, we add 12 and 16.

 12 + 16 = << 12 + 16 = 28 >> 28 

Therefore, Lucy bought a total of 28 packs of groceries.

#### 28"
"Olivia uploaded 5 pictures from her phone and 35 from her camera to facebook . If she sorted the pics into 8 different albums with the same amount of pics in each album , how many pictures were in each of the albums ?","To find out how many pictures were in each album, we need to divide the total number of pictures by the number of albums. 

The total number of pictures Olivia uploaded is the sum of the pictures from her phone and camera, which is 5 + 35 = 40 pictures.

We divide the total number of pictures (40) by the number of albums (8) to find out how many pictures were in each album.

 40 / 8 = << 40 / 8 = 5 >> 5 

Therefore, there were 5 pictures in each of the albums.

#### 5"
Shawn has 13 blocks . Mildred has with 2 blocks . Mildred finds another 84 . How many blocks does Mildred end with ?,"Shawn has 13 blocks, and Mildred has 2 blocks. Mildred finds another 84 blocks. To find out how many blocks Mildred ends with, we can add the blocks she had initially to the ones she found.

2 + 84 = <<2 + 84 = 86>> 86

Mildred ends with 86 blocks.

#### 86"
Kenji and his classmates placed colored blocks on a scale during a science lab . The yellow block weighed 0.6 pounds and the green block weighed 0.4 pounds . How much more did the yellow block weigh than the green block ?,"To find out how much more the yellow block weighed than the green block, we can subtract the weight of the green block from the weight of the yellow block. 

Yellow block weight: 0.6 pounds
Green block weight: 0.4 pounds

Now, subtract the weight of the green block from the weight of the yellow block:

0.6 - 0.4 = <<0.6 - 0.4 = 0.2>> 0.2

So, the yellow block weighed 0.2 pounds more than the green block.

#### 0.2"
"Each day , the polar bear at Richmond 's zoo eats 0.2 bucket of trout and 0.4 bucket of salmon . How many buckets of fish does the polar bear eat daily ?","To find out how many buckets of fish the polar bear eats daily, we need to add the amount of trout and salmon it consumes.

Step 1: Calculate the daily consumption of trout.
The polar bear eats 0.2 buckets of trout each day.

Step 2: Calculate the daily consumption of salmon.
The polar bear eats 0.4 buckets of salmon each day.

Step 3: Add the daily consumption of trout and salmon to find the total daily consumption of fish.
0.2 + 0.4 = <<0.2 + 0.4 = 0.6>> 0.6

So, the polar bear eats 0.6 buckets of fish daily.

#### 0.6"
"There were 17 girls and 32 boys trying out for the schools basketball team . If only 10 of them got called back , how many students did n't make the cut ?","To find out how many students didn't make the cut, we can subtract the number of students who got called back from the total number of students who tried out.

Total number of students who tried out = 17 girls + 32 boys = 49 students

Number of students who got called back = 10 students

Now, to find out how many students didn't make the cut, we subtract the number of students who got called back from the total number of students who tried out:

49 - 10 = <<49 - 10 = 39>> 39

So, 39 students didn't make the cut.

#### 39"
"Tom bought 12 boxes of chocolate candy and gave 7 to his little brother . If each box has 6 pieces inside it , how many pieces did Tom still have ?","Tom bought 12 boxes of chocolate candy. 

Each box has 6 pieces inside it. 

So, the total number of pieces in the 12 boxes is 12 * 6 = <<12 * 6 = 72>> 72. 

Tom gave 7 boxes to his little brother. 

Therefore, the number of pieces Tom still has is 72 - 7 * 6 = <<72 - 7 * 6 = 72 - 42 = 30>> 72 - 42 = 30. 

So, Tom still has 30 pieces of chocolate candy.

#### 30"
Each ticket costs 9 . How much do 4 tickets cost ?,"To find out how much four tickets cost when each ticket costs <<9, you simply need to multiply the cost of one ticket by the number of tickets you want to buy. So, it would be:

>>9 (cost of one ticket) * 4 (number of tickets) = <<36.

So, 4 tickets cost >>36.
#### 36"
"Lana picked 36 tulips and 37 roses to make flower bouquets . If she only used 70 of the flowers though , how many extra flowers did Lana pick ?","To find out how many extra flowers Lana picked, we need to subtract the number of flowers she used from the total number of flowers she picked. 

First, let's calculate the total number of flowers Lana picked:

36>> tulips + <<37>> roses = <<36>> tulips + <<37>> roses = <<36 + 37 = 73>> <<36 + 37 = 73 flowers

Now, we'll subtract the number of flowers she used (70) from the total number of flowers she picked:

73 - 70 = <<73 - 70 = 3>> 3 extra flowers

So, Lana picked 3 extra flowers.

#### 3"
"Allen , Shiela ’ s brother , likes to play with blocks . Shiela repainted Allen ’ s old blocks in different colors . If Allen has 49 identical blocks and there are 7 blocks for every color of paint used , how many colors did Shiela use ?","To find out how many colors Shiela used to repaint Allen's 49 identical blocks, we can use division to determine how many groups of 7 blocks can be made from the total number of blocks.

 49 / 7 = << 49 / 7 = 7 >> 7 

So, Shiela used 7 different colors to repaint the blocks.

#### 7"
"Nancy goes fishing with Joan . They catch 18 trout . If they equally split up the trout , how many will each one get ?","To find out how many trout Nancy and Joan will each get when they equally split up the 18 trout, you can divide the total number of trout by 2 (since there are 2 people). 

18 / 2 = <<18 / 2 = 9>> 9

So, Nancy and Joan will each get 9 trout.

#### 9"
Mrs. Sheridan has 17 cats . Mr. Sheridan gave her 14 more cats . How many cats does Mrs. Sheridan have altogether ?,"Mrs. Sheridan initially has 17 cats, and Mr. Sheridan gave her 14 more cats. To find out how many cats she has altogether, you need to add the number of cats Mr. Sheridan gave her to the number she already had.

So, you can calculate it like this:

17 + 14 = <<17 + 14 = 31>> 31

Mrs. Sheridan has 31 cats altogether.

#### 31"
Convert 0.176 to a percent .,"To convert a decimal to a percent, we multiply the decimal by 100.

So, to convert 0.176 to a percent, we multiply 0.176 by 100.

 0.176 * 100 = << 0.176 * 100 = 17.6 >> 17.6 

Therefore, 0.176 is equal to 17.6 percent.

#### 17.6"
"At lunch a waiter had 9 customers and 5 of them did n't leave a tip . If he got 8 each from the ones who did tip , how much money did he earn ?","To calculate how much money the waiter earned, we need to consider that he had 9 customers, and 5 of them did not leave a tip. Let's break it down step by step:

1. The total number of customers was 9.
2. Out of these, 5 customers did not leave a tip.
3. So, the number of customers who did leave a tip is 9 - 5 = 4.
4. The waiter received <<8 from each of the customers who left a tip.
5. To find out how much money he earned from the tips, we need to multiply the amount he received from each tipping customer by the number of tipping customers.

Now, let's calculate:

>> 8 (amount from each tipping customer) * 4 (number of tipping customers) = << 32

So, the waiter earned >>32 in tips.

#### 32"
"Ellen had 2080 Legos , but she lost 17 Legos . How many Legos does she have now ?","To find out how many Legos Ellen has now, we need to subtract the number of Legos she lost from the initial number she had.

Initial number of Legos Ellen had: 2080
Number of Legos Ellen lost: 17

To find out how many Legos Ellen has now, we subtract the number of Legos lost from the initial number of Legos:

 2080 - 17 = << 2080 - 17 = 2063 >> 2063 

Therefore, Ellen now has 2063 Legos.
#### 2063"
For Halloween Sarah received 108 pieces of candy . She ate 36 pieces then placed the rest into piles with 9 in each pile . How many piles could she make ?,"Let's break down the problem step by step:

1. Sarah received 108 pieces of candy.
2. She ate 36 pieces.
3. The remaining candies are used to create piles with 9 candies in each pile.

To find out how many piles Sarah could make with the remaining candies, we need to calculate the number of candies left after she ate some. Then, we'll divide this number by 9 to find the number of piles.

First, let's calculate how many candies are left after she ate 36:

108 - 36 = <<108 - 36 = 72>> 72

Now, let's find out how many piles she can make with these 72 candies by dividing by 9:

72 / 9 = <<72 / 9 = 8>> 8

So, Sarah could make 8 piles of candies with the remaining candies.

#### 8"
"Faye was playing a video game where she scores 7 points for each treasure she finds . If she found 2 treasures on the first level and 6 on the second , what would her score be ?","To find Faye's total score, you need to multiply the number of treasures she found on each level by the points she scores for each treasure and then add these scores together.

1. For the first level, she found 2 treasures, so her score for the first level is 2 * 7 = <<2 * 7 = 14>> 14 points.

2. For the second level, she found 6 treasures, so her score for the second level is 6 * 7 = <<6 * 7 = 42>> 42 points.

Now, to find her total score, simply add these two scores together:

14 + 42 = <<14 + 42 = 56>> 56

So, Faye's total score would be 56 points.

#### 56"
